,,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME
CC14,WEEKDAY,1.9,31.1,210.7,407.3,376.4,221.0,209.4,200.7,240.6,300.1,311.8,422.0,314.9,399.1,321.0,173.0,77.7,53.2,36.7,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC14,WEEKENDS/HOLIDAY,2.6,8.9,54.7,96.7,141.5,181.6,222.0,235.6,209.7,181.3,155.1,136.3,155.6,182.9,153.5,116.5,59.9,42.9,39.3,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC16,WEEKDAY,1.4,67.5,316.8,487.6,413.3,261.5,198.4,205.6,327.9,471.8,479.7,548.8,481.6,550.7,677.0,293.4,149.5,121.1,93.4,34.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC16,WEEKENDS/HOLIDAY,2.6,29.8,90.6,111.3,145.8,201.3,222.8,270.1,287.6,253.3,219.4,209.1,222.9,239.4,245.8,179.1,110.8,112.5,95.5,42.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC17,WEEKDAY,1.3,52.0,222.5,348.5,236.3,139.1,100.6,86.0,82.0,142.8,89.0,135.7,91.9,139.6,177.4,75.3,40.2,31.4,19.3,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC17,WEEKENDS/HOLIDAY,0.8,19.4,75.3,78.5,76.6,87.0,104.4,97.5,94.0,84.1,82.0,71.9,70.4,80.3,86.8,62.5,35.1,32.4,23.4,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC19/DT9,WEEKDAY,3.0,17.4,92.7,182.3,159.2,129.6,131.7,165.3,172.4,190.7,218.8,249.3,247.3,275.5,291.8,229.3,126.0,101.3,96.9,44.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC19/DT9,WEEKENDS/HOLIDAY,4.5,8.9,32.9,55.9,101.2,158.9,225.7,303.1,300.2,268.4,308.8,323.9,385.4,369.3,337.5,331.3,160.1,110.8,100.6,49.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC2,WEEKDAY,0.1,11.6,32.3,27.0,30.7,28.0,38.6,56.9,72.7,74.5,73.1,93.4,113.0,179.1,193.6,116.8,72.6,48.9,50.7,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC2,WEEKENDS/HOLIDAY,0.1,7.7,24.6,17.9,20.3,21.4,37.1,43.2,71.2,68.0,74.3,92.2,91.8,117.2,98.3,70.7,51.6,41.5,44.3,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC20,WEEKDAY,0.6,24.1,146.1,252.5,213.9,141.5,122.3,128.5,179.0,283.0,320.6,171.4,195.5,239.2,242.9,146.8,96.9,65.2,36.3,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC20,WEEKENDS/HOLIDAY,0.9,6.6,39.0,70.8,103.3,148.9,164.3,170.5,174.8,158.5,135.0,133.8,137.5,152.9,133.2,100.1,86.2,60.5,38.6,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC21,WEEKDAY,2.0,38.0,170.3,263.7,235.8,168.1,162.0,193.5,234.1,282.1,323.2,499.0,352.2,347.9,357.1,332.9,301.7,322.3,330.4,103.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC21,WEEKENDS/HOLIDAY,2.8,13.4,61.7,77.8,107.0,173.0,213.6,236.6,305.6,323.2,349.2,331.4,335.7,329.6,336.3,322.4,297.4,304.5,349.7,120.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC22/EW21,WEEKDAY,4.2,89.7,426.1,629.0,534.6,360.3,336.8,398.0,563.5,660.9,803.0,915.8,1130.5,1370.6,1463.3,840.7,619.7,568.5,446.2,125.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC22/EW21,WEEKENDS/HOLIDAY,5.9,30.0,167.3,184.5,257.4,294.9,344.7,418.7,485.2,502.1,529.5,538.4,538.5,537.1,531.4,488.5,454.8,491.6,416.2,129.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC23,WEEKDAY,0.4,3.5,43.9,86.0,93.3,65.3,77.3,119.3,219.4,261.7,288.8,358.8,370.0,739.1,859.6,518.0,310.5,165.1,121.6,28.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC23,WEEKENDS/HOLIDAY,0.6,2.6,32.3,46.5,58.8,33.5,50.1,70.0,110.2,101.2,108.5,104.0,111.3,121.8,127.1,132.0,119.1,69.9,63.2,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC24,WEEKDAY,0.7,3.6,26.5,172.0,200.7,189.1,322.6,464.4,628.7,597.8,460.9,655.8,904.9,1698.4,1501.1,973.1,655.4,450.2,158.9,42.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC24,WEEKENDS/HOLIDAY,0.6,2.5,11.4,150.9,136.6,68.6,80.3,120.2,179.0,180.4,202.8,235.2,234.6,229.0,172.9,236.8,298.7,246.7,75.3,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC25,WEEKDAY,1.0,39.5,172.4,305.4,258.8,163.8,132.9,131.9,144.5,148.6,140.0,180.9,217.6,489.8,531.9,371.0,233.0,78.6,74.9,26.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC25,WEEKENDS/HOLIDAY,1.4,31.5,79.9,155.9,151.1,117.1,155.9,176.9,185.1,166.3,149.6,181.8,166.8,166.4,163.9,230.7,169.3,62.7,66.8,29.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC26,WEEKDAY,0.1,5.8,52.7,216.7,134.4,78.7,74.4,73.1,90.9,79.4,83.0,122.4,177.2,513.1,460.3,452.6,167.3,63.9,74.0,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC26,WEEKENDS/HOLIDAY,0.6,3.4,28.0,174.5,108.0,65.1,78.3,71.3,74.3,67.3,68.1,91.5,68.9,107.4,91.2,285.5,111.6,47.9,64.6,29.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC27,WEEKDAY,0.0,8.0,21.4,22.3,34.4,29.7,30.6,44.9,65.4,61.0,58.0,97.6,121.5,295.7,430.3,256.3,132.3,94.0,41.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC27,WEEKENDS/HOLIDAY,0.4,6.8,16.4,18.3,28.4,21.9,38.3,48.3,46.5,57.9,55.9,59.6,67.3,80.0,70.5,69.5,63.9,67.5,30.0,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC28,WEEKDAY,0.1,54.6,249.0,284.6,211.1,151.8,111.6,111.3,118.9,114.6,96.0,98.6,109.4,148.3,197.6,122.5,65.2,43.1,27.0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC28,WEEKENDS/HOLIDAY,0.0,20.1,85.3,83.2,95.2,125.5,135.2,157.2,153.7,141.8,132.8,130.2,120.1,136.6,145.7,104.5,64.6,49.7,30.9,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC3,WEEKDAY,1.2,2.7,7.1,20.3,36.4,24.5,33.5,56.0,79.5,110.0,137.0,164.8,211.9,257.6,300.7,272.3,297.9,348.1,276.0,95.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC3,WEEKENDS/HOLIDAY,1.3,2.2,6.6,20.4,30.4,22.3,30.2,60.2,97.6,132.8,189.0,262.9,279.9,288.6,279.2,291.8,333.8,419.2,344.8,108.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC4/DT15,WEEKDAY,2.4,1.7,11.4,46.0,90.3,146.8,165.7,185.5,218.6,277.8,347.0,400.5,519.3,718.0,921.1,653.1,548.8,646.3,509.9,143.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC4/DT15,WEEKENDS/HOLIDAY,2.2,0.7,9.3,21.7,42.1,94.6,128.9,143.5,156.4,262.2,376.0,443.9,528.8,495.1,488.1,485.8,537.8,763.1,578.7,174.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC5,WEEKDAY,0.6,7.0,51.3,62.1,58.6,49.6,50.4,54.4,79.0,86.3,88.5,96.4,118.9,237.0,283.8,171.6,134.6,113.2,103.1,45.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC5,WEEKENDS/HOLIDAY,1.3,3.2,25.3,29.6,33.6,41.6,57.9,69.9,86.9,108.3,125.2,149.0,186.7,170.8,146.0,136.1,124.9,127.0,116.1,52.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC6,WEEKDAY,1.8,6.2,32.0,71.5,119.6,106.4,102.3,136.1,157.2,172.0,195.6,231.9,275.2,281.7,340.9,261.4,324.0,329.2,313.9,106.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC6,WEEKENDS/HOLIDAY,2.9,3.7,19.1,33.3,96.9,132.4,157.5,191.6,213.6,239.7,260.1,306.0,372.2,383.8,368.2,326.2,373.6,397.1,369.9,128.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC7,WEEKDAY,1.2,53.4,256.3,318.0,293.7,207.6,150.6,150.4,217.8,251.8,405.4,324.6,307.8,398.1,371.3,190.7,106.8,106.5,85.5,40.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC7,WEEKENDS/HOLIDAY,1.1,19.2,92.2,109.9,126.2,180.3,215.0,204.0,210.9,209.2,191.7,190.1,198.6,228.4,209.5,166.3,117.7,99.3,93.9,48.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC8,WEEKDAY,5.7,46.0,223.6,364.8,336.9,221.9,173.9,192.6,298.5,431.4,554.6,570.6,308.8,326.0,311.7,211.6,156.4,124.1,93.2,44.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC8,WEEKENDS/HOLIDAY,4.2,15.0,92.6,134.7,159.3,196.3,212.0,230.4,246.3,245.0,236.5,217.4,215.9,218.0,234.5,189.9,163.3,121.3,101.3,57.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE1/DT16,WEEKDAY,9.0,22.4,149.1,328.2,268.0,117.4,110.9,205.1,203.7,237.3,298.7,657.6,530.1,616.9,679.1,601.7,945.1,652.9,655.0,589.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE1/DT16,WEEKENDS/HOLIDAY,11.2,8.7,174.4,360.5,280.7,133.7,130.1,225.8,251.4,317.8,459.6,862.2,781.2,832.6,800.1,778.2,1274.9,921.0,818.1,687.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CG1/DT35,WEEKDAY,0.4,13.6,24.6,77.5,146.3,77.2,82.1,155.8,230.2,262.9,276.3,359.3,482.0,795.0,1154.5,802.6,645.8,421.8,270.4,68.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CG1/DT35,WEEKENDS/HOLIDAY,0.4,11.4,19.2,75.3,117.2,55.0,79.9,153.9,240.3,312.4,353.3,383.2,396.9,408.8,404.6,470.5,502.3,427.1,264.8,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CG2,WEEKDAY,1.1,17.8,42.6,121.9,168.4,144.3,105.6,83.7,105.4,154.1,218.2,361.6,363.7,456.4,447.4,318.3,390.8,481.7,469.2,97.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CG2,WEEKENDS/HOLIDAY,1.7,15.9,36.2,99.0,146.4,126.8,95.2,71.0,99.7,159.1,256.4,414.4,456.4,445.7,447.8,443.7,536.9,648.7,678.5,143.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DT1/PB6,WEEKDAY,0.0,402.4,1814.3,3065.2,2294.3,1474.2,1073.7,967.9,1046.1,1104.6,1043.3,956.3,1020.0,1395.9,1720.2,1168.6,748.0,711.8,506.8,152.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DT1/PB6,WEEKENDS/HOLIDAY,0.0,174.0,560.7,780.3,944.7,1171.5,1210.7,1307.5,1361.9,1331.8,1187.1,1120.0,1092.6,1163.2,1110.9,849.4,699.5,718.6,567.5,169.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DT10,WEEKDAY,0.3,4.2,112.1,194.7,228.9,147.9,114.7,115.4,150.7,218.0,518.0,193.4,171.6,169.1,161.0,105.5,52.2,45.2,35.8,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DT10,WEEKENDS/HOLIDAY,0.4,2.0,54.1,69.9,83.8,109.4,121.1,136.1,136.2,124.0,115.0,105.1,94.7,98.9,100.1,81.6,46.6,42.1,39.9,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DT13,WEEKDAY,2.6,13.0,123.2,182.4,149.3,122.3,115.2,139.0,197.3,249.6,236.1,266.7,294.1,400.4,472.8,387.0,335.4,177.5,133.0,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DT13,WEEKENDS/HOLIDAY,3.8,3.0,58.2,86.0,92.5,101.1,117.5,144.3,202.1,256.2,276.0,321.7,353.4,328.5,301.1,305.0,298.8,169.3,137.2,68.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DT17,WEEKDAY,3.2,0.7,20.4,80.2,102.4,72.1,117.8,252.2,346.7,193.1,187.7,259.0,367.5,687.1,1004.8,680.1,355.7,235.6,175.9,70.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DT17,WEEKENDS/HOLIDAY,1.4,0.1,11.6,51.8,53.3,47.1,65.7,94.1,108.9,92.5,106.3,126.7,148.7,135.2,134.0,154.4,111.3,115.7,103.3,52.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DT18,WEEKDAY,2.5,0.6,16.1,56.6,96.6,88.9,110.5,211.6,291.5,297.1,301.5,306.3,403.4,804.7,1052.9,644.1,387.9,314.2,436.3,162.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DT18,WEEKENDS/HOLIDAY,2.4,0.6,9.2,27.7,30.0,36.5,51.2,88.1,125.8,157.9,178.8,161.2,153.1,140.9,114.1,126.8,141.8,160.6,330.8,130.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DT2,WEEKDAY,0.0,7.0,74.5,156.0,102.6,73.6,56.8,67.4,103.8,120.1,229.9,80.7,120.3,162.7,136.6,58.9,23.8,16.8,8.1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DT2,WEEKENDS/HOLIDAY,0.4,3.3,10.0,24.3,46.9,61.8,68.0,69.0,74.1,55.0,43.3,42.9,44.4,49.3,49.6,30.1,20.5,15.4,8.9,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DT20,WEEKDAY,2.4,5.0,75.0,104.8,123.0,90.2,58.8,81.0,93.5,90.2,99.2,115.2,137.4,249.4,271.9,181.1,108.2,111.9,229.8,112.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DT20,WEEKENDS/HOLIDAY,4.9,2.2,42.6,45.2,49.3,62.3,80.9,86.9,101.6,100.6,113.5,114.1,120.9,145.1,125.3,111.5,103.8,112.9,247.0,136.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DT21,WEEKDAY,2.4,4.3,81.8,97.2,105.8,59.5,50.0,60.5,85.1,98.2,98.9,130.4,176.3,274.0,325.7,229.4,221.5,187.0,165.6,65.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
