,,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME
BP8,WEEKENDS/HOLIDAY,0.0,32.0,48.8,61.8,66.9,86.9,91.9,99.2,109.3,105.6,101.2,99.1,91.7,107.8,121.0,111.9,87.6,71.8,83.1,28.2,0.0,14.5,33.5,46.7,78.3,88.2,70.5,76.8,74.8,95.5,81.8,79.4,80.7,92.0,105.5,95.9,86.9,84.0,79.2,44.7
BP9,WEEKDAY,0.0,85.9,182.3,250.8,207.2,176.7,163.9,163.4,157.2,159.7,121.2,94.1,94.4,127.4,131.0,97.7,72.4,44.1,30.5,7.7,0.0,36.8,54.6,108.1,139.9,103.8,83.6,82.4,99.7,105.3,90.6,95.3,112.6,164.9,240.5,214.2,145.0,120.4,101.5,48.9
BP9,WEEKENDS/HOLIDAY,0.0,43.6,65.1,91.4,144.8,187.7,196.2,213.1,180.6,155.8,130.4,121.2,98.5,106.1,110.4,87.6,62.5,41.2,25.1,6.3,0.0,13.5,25.8,51.5,81.4,101.3,105.9,96.0,98.5,101.2,103.7,95.5,114.8,99.7,117.7,107.7,96.9,94.2,99.7,47.2
CC1-NE6-NS24,WEEKDAY,94.2,26.6,158.1,468.4,1127.6,584.6,651.7,1028.9,1589.1,2450.0,2270.9,2401.9,2612.4,3306.6,4092.0,3292.9,2990.9,3720.8,2768.4,930.6,74.7,18.8,417.6,1256.1,2321.6,1936.9,1768.4,2130.9,3107.6,2625.3,2341.0,2257.5,2270.4,2661.9,4286.7,2908.4,1505.3,936.0,628.9,291.0
CC1-NE6-NS24,WEEKENDS/HOLIDAY,27.7,21.9,136.9,195.8,315.5,453.7,731.5,1146.9,1514.1,2050.0,2417.1,2895.2,3226.7,3383.0,3286.2,2929.7,2743.3,3097.9,2446.6,885.5,25.3,4.8,235.8,628.3,914.3,1569.2,1948.6,2329.2,2667.1,2937.4,2962.6,2866.1,2845.5,2817.8,2678.9,2128.7,1401.6,943.7,690.4,367.6
CC10,WEEKDAY,24.700000000000003,125.8,573.4,1182.1,1468.7,833.3,657.6,657.9,870.9,748.4,611.1,591.9,716.9,1564.5,2954.8,1227.6,611.8,448.5,298.6,140.6,97.6,20.4,310.59999999999997,928.4,2875.9,1612.8,559.6,409.5,508.9,735.4,617.0,533.5,548.4,755.4,1252.4,995.4,726.7,728.6,718.1,413.40000000000003
CC10,WEEKENDS/HOLIDAY,8.2,57.8,316.3,461.40000000000003,554.0,676.6,704.8,758.2,878.8000000000001,862.5999999999999,720.1,687.9000000000001,811.4,878.5,791.8000000000001,576.7,395.4,309.3,208.89999999999998,93.0,69.3,6.6,144.5,302.7,603.2,545.6,513.9,473.4,551.2,660.9000000000001,600.7,599.1,628.4,650.5,646.7,609.9,622.1,695.1,755.1,457.70000000000005
CC11,WEEKDAY,22.9,72.8,621.0,729.0,553.7,310.9,296.1,531.6,865.9,781.4,642.1,788.0,883.1,2574.4,4353.1,2057.2,997.0,588.9,428.4,190.6,50.8,47.0,721.2,2335.9,4903.2,2499.6,887.2,573.3,576.3,769.1,613.1,423.5,408.6,557.4,848.1,835.8,433.0,403.2,435.5,188.1
CC11,WEEKENDS/HOLIDAY,4.0,40.5,378.5,472.7,331.6,212.6,284.3,387.6,544.0,670.2,550.8,599.3,622.3,862.2,778.2,607.1,406.5,287.8,191.4,112.6,37.4,10.6,323.7,567.1,758.6,613.9,505.0,405.7,381.3,412.2,429.5,359.5,403.7,483.9,479.9,520.8,464.0,438.7,422.5,208.5
CC12,WEEKDAY,5.6,25.5,140.4,513.3,744.1,399.6,231.4,241.3,242.5,221.9,175.3,210.8,224.1,318.3,354.6,225.6,135.5,102.0,70.4,29.5,45.4,3.5,72.1,295.8,278.0,145.8,114.6,105.3,135.6,180.8,183.8,205.1,188.3,269.1,457.2,432.4,292.7,277.9,251.5,119.5
CC12,WEEKENDS/HOLIDAY,1.6,13.2,55.6,115.8,172.7,228.2,269.5,278.6,370.7,300.9,220.0,250.0,265.2,273.5,256.2,183.1,118.3,89.7,60.4,28.4,48.6,0.1,30.5,118.0,133.6,124.3,180.2,145.5,150.8,199.6,200.0,212.3,197.6,213.8,235.6,240.8,228.3,246.2,234.2,124.8
CC14,WEEKDAY,3.7,42.7,176.2,617.5,925.6,507.0,339.8,350.1,397.8,254.4,201.2,293.8,312.8,474.5,553.3,299.6,130.5,93.5,98.7,36.0,37.1,12.5,81.6,332.2,546.9,295.2,132.9,123.1,185.8,316.0,282.4,266.7,297.7,384.5,628.6,559.8,357.4,322.9,295.0,150.4
CC14,WEEKENDS/HOLIDAY,3.4,22.2,79.9,159.3,263.9,335.4,396.7,440.7,506.9,375.8,342.7,316.0,317.8,375.0,307.2,230.7,113.8,85.0,87.8,33.2,27.7,4.5,37.5,93.8,161.6,243.2,266.6,239.4,268.4,331.7,328.7,310.8,284.5,316.7,321.1,345.4,287.8,311.7,282.3,155.6
CC16,WEEKDAY,7.0,71.5,352.2,887.6,1144.5,577.8,339.6,366.5,420.9,349.8,281.2,274.4,341.1,765.0,1234.9,608.9,266.5,269.3,193.6,64.2,39.9,15.1,188.5,747.1,1170.0,689.1,299.2,202.0,257.4,374.1,297.0,295.3,327.8,492.7,931.8,765.0,463.4,397.7,357.0,199.9
CC16,WEEKENDS/HOLIDAY,3.1,34.9,161.3,237.7,300.2,360.7,363.3,454.1,470.5,508.0,405.9,340.9,376.8,440.4,404.9,299.5,195.1,202.6,186.3,63.2,32.9,4.5,87.9,314.8,410.1,414.9,368.3,276.4,285.8,291.0,290.9,291.9,303.7,357.4,388.0,402.5,330.1,340.0,341.9,212.3
CC17,WEEKDAY,1.0,60.8,223.1,517.0,562.7,278.0,143.2,116.4,140.0,117.2,89.4,103.5,112.8,227.8,399.7,209.7,82.2,80.0,43.1,14.3,21.8,5.5,81.5,320.7,432.3,218.4,79.0,69.4,89.5,117.0,103.4,105.3,132.6,255.6,490.4,293.7,175.6,166.4,136.3,63.7
CC17,WEEKENDS/HOLIDAY,1.1,22.5,89.3,120.9,117.3,128.9,121.1,128.9,118.1,117.1,108.9,103.5,117.2,142.4,127.5,113.0,51.1,60.7,30.9,13.1,27.7,1.5,36.3,151.6,114.1,96.5,77.2,74.6,84.5,94.5,98.0,91.4,106.2,114.7,120.3,114.4,122.5,124.6,126.8,73.8
CC19,WEEKDAY,8.799999999999999,9.7,84.10000000000001,256.6,447.5,314.0,254.1,329.0,393.8,401.1,343.3,352.29999999999995,380.6,539.3,644.3,411.3,213.7,188.9,158.60000000000002,70.3,26.0,20.0,175.7,466.3,668.9,531.0,437.4,399.2,376.8,383.0,381.5,339.2,341.29999999999995,372.3,516.1999999999999,360.1,198.39999999999998,170.4,136.3,71.5
CC19,WEEKENDS/HOLIDAY,5.7,6.300000000000001,35.4,75.9,150.39999999999998,246.8,310.6,408.3,452.2,488.09999999999997,505.9,518.4,532.1999999999999,576.1,545.5,505.7,227.9,179.7,148.3,60.8,19.9,7.0,124.89999999999999,263.8,340.2,492.20000000000005,564.4,587.0,498.8,524.1,520.0,518.2,498.3,501.0,377.20000000000005,241.1,174.70000000000002,152.7,121.4,73.7
CC2,WEEKDAY,16.5,3.4,13.7,42.8,100.6,111.4,155.4,203.2,295.2,245.9,237.1,276.4,310.9,544.4,751.2,398.2,234.1,269.1,205.7,90.6,14.1,5.5,94.4,276.7,737.6,533.5,270.5,232.1,308.3,379.4,268.4,211.3,204.1,233.6,330.3,235.1,127.6,123.1,106.8,40.2
CC2,WEEKENDS/HOLIDAY,1.3,2.7,15.4,23.7,50.5,122.6,152.1,205.6,276.0,206.1,232.4,240.6,276.6,332.9,342.4,243.0,145.7,127.0,127.2,62.9,4.0,1.6,44.8,98.7,229.1,264.0,274.4,194.9,222.9,242.8,252.6,258.9,243.1,284.1,177.2,145.4,105.4,131.3,144.3,85.2
CC20,WEEKDAY,3.7,30.0,159.7,417.0,570.1,343.0,233.1,208.3,233.6,202.3,184.3,169.4,221.2,321.6,417.2,265.6,151.4,133.7,81.9,32.0,21.2,14.0,101.3,296.8,397.9,223.7,153.2,156.9,185.5,198.5,195.7,223.4,260.8,354.2,517.3,420.3,240.0,205.1,175.0,87.8
CC20,WEEKENDS/HOLIDAY,1.2,11.2,69.0,107.2,186.1,267.7,281.2,310.6,302.8,341.2,230.4,205.3,212.0,223.6,233.1,224.0,123.5,98.4,70.9,32.2,14.8,6.3,55.1,136.6,192.9,228.8,210.6,231.0,206.1,205.0,205.6,198.7,221.3,269.2,268.2,232.3,189.5,187.6,158.3,91.6
CC21,WEEKDAY,26.0,45.0,166.1,429.0,602.4,402.8,291.8,313.9,418.2,605.0,432.7,382.2,398.2,457.4,535.4,478.6,444.8,446.2,436.2,202.3,35.7,5.0,103.1,284.3,397.9,446.1,386.6,441.8,618.0,447.4,374.4,406.2,450.5,618.2,1051.0,816.5,477.3,361.4,295.7,162.9
CC21,WEEKENDS/HOLIDAY,14.4,22.0,82.2,127.1,195.9,265.4,322.7,342.7,411.3,419.5,428.6,395.4,384.0,439.8,433.2,398.4,343.9,360.3,366.9,170.8,20.7,0.2,61.2,147.7,249.6,393.3,410.9,403.9,401.7,440.6,391.4,370.6,383.4,435.5,479.8,491.5,374.8,317.3,288.5,164.4
CC23,WEEKDAY,10.7,10.8,49.6,125.2,182.6,151.9,171.2,494.3,867.7,706.7,456.8,570.4,823.4,2371.4,3190.1,1695.4,840.8,545.0,296.4,99.4,10.0,26.9,596.5,1462.5,3377.4,3104.9,1041.6,525.9,617.6,725.0,462.5,243.6,209.6,235.6,351.4,265.1,112.8,77.8,44.7,20.7
CC23,WEEKENDS/HOLIDAY,1.7,3.9,32.2,64.3,73.4,49.9,75.0,116.4,175.2,155.7,162.5,183.1,233.5,319.6,233.4,194.2,200.7,152.0,133.5,42.8,9.7,1.8,122.7,292.7,293.1,226.2,180.1,163.9,167.1,176.3,157.7,134.3,101.4,115.9,141.2,130.8,78.3,56.3,41.8,20.3
CC24,WEEKDAY,3.4,5.3,30.0,179.1,303.2,319.4,518.0,905.9,1195.4,950.5,768.0,1078.9,1424.9,2945.7,3227.4,1684.4,945.1,740.7,335.9,92.1,10.4,31.0,770.4,2082.2,3878.4,2537.2,1262.6,848.5,1003.3,1061.5,897.1,583.9,430.1,406.8,574.7,413.9,184.0,126.0,101.3,52.0
CC24,WEEKENDS/HOLIDAY,1.3,6.0,17.7,123.6,150.3,114.5,141.6,196.5,319.8,327.3,358.8,397.3,424.2,474.6,400.7,377.5,374.8,367.7,143.8,40.6,5.0,4.8,310.7,339.5,464.8,324.9,254.3,301.0,469.2,316.0,294.1,250.0,234.4,231.4,263.3,265.7,156.9,125.8,98.8,48.0
CC25,WEEKDAY,2.3,49.8,173.7,433.9,590.2,383.5,243.1,295.3,319.5,300.6,260.4,291.5,344.4,893.0,1090.8,578.0,282.6,144.4,111.3,47.7,21.3,11.5,394.6,824.9,1127.5,494.9,181.6,154.1,184.3,231.5,227.6,206.9,221.9,272.3,491.2,399.3,267.7,263.6,213.0,117.1
CC25,WEEKENDS/HOLIDAY,1.7,36.8,106.7,181.8,216.7,235.4,268.4,331.9,364.8,353.1,302.3,317.4,303.4,367.8,309.9,361.4,192.3,91.4,93.9,39.8,15.0,3.8,230.6,318.0,208.5,180.0,169.3,169.8,200.0,231.3,265.7,248.7,231.2,227.3,285.6,245.9,232.5,261.9,201.4,116.4
CC26,WEEKDAY,3.0,19.6,75.0,273.5,271.0,153.6,116.0,152.3,231.6,213.0,145.1,201.0,266.6,893.7,1121.2,761.0,301.7,173.4,119.9,58.3,16.3,23.4,640.7,1107.7,1066.3,535.2,177.0,132.7,158.2,177.0,145.8,127.5,125.6,190.4,354.7,255.3,140.5,153.6,99.7,49.0
CC26,WEEKENDS/HOLIDAY,0.9,14.3,45.0,206.4,177.5,137.5,114.2,113.3,141.6,125.7,106.4,156.7,194.6,251.0,183.6,358.4,149.1,82.6,73.3,49.8,14.4,7.1,258.2,380.7,169.5,109.7,87.7,81.8,90.5,125.5,117.7,117.2,107.5,155.7,285.8,202.2,143.3,153.2,111.2,57.5
CC27,WEEKDAY,1.4,5.7,20.0,40.9,63.4,56.9,73.3,163.4,325.0,266.1,205.9,240.7,346.1,1189.5,2114.4,962.5,398.5,246.0,125.3,32.3,2.2,2.3,185.3,723.7,2505.2,1597.5,383.3,190.9,177.8,290.9,204.1,117.2,99.6,116.0,155.5,103.2,40.4,29.2,24.7,10.2
CC27,WEEKENDS/HOLIDAY,0.6,6.4,14.8,21.9,32.0,24.8,34.7,60.4,79.8,99.7,80.5,105.3,132.1,151.5,118.7,103.7,85.2,107.9,72.6,24.3,1.6,0.0,28.9,129.1,153.3,139.3,104.6,82.3,87.8,89.8,82.4,73.5,77.8,96.1,74.6,67.0,39.7,31.4,22.6,9.6
CC28,WEEKDAY,2.6,64.4,223.2,403.0,500.2,286.3,179.9,176.2,188.5,173.1,136.9,135.1,164.6,258.7,342.7,194.2,111.0,81.6,58.3,22.0,17.4,2.8,60.2,175.6,392.1,404.3,144.9,104.8,115.7,135.1,127.8,143.1,179.5,261.5,433.1,344.8,240.8,229.0,207.2,112.7
CC28,WEEKENDS/HOLIDAY,0.0,22.1,89.1,112.3,148.5,197.6,197.9,213.3,207.4,195.2,172.5,182.9,183.1,202.0,190.6,138.8,94.3,72.3,50.9,19.5,7.3,0.8,30.2,62.7,101.2,94.1,104.8,100.8,113.5,142.3,153.0,167.9,174.0,191.6,196.3,215.5,193.6,205.2,216.7,112.1
CC3,WEEKDAY,210.6,4.3,11.0,33.7,81.2,79.4,116.4,203.0,291.6,382.6,433.1,507.7,598.2,811.6,1111.9,831.0,704.3,903.6,848.0,305.7,7.6,2.9,176.5,359.4,928.0,898.3,578.6,514.6,546.9,460.7,427.2,416.8,382.5,441.1,678.1,471.4,257.2,214.0,178.6,94.9
CC3,WEEKENDS/HOLIDAY,4.4,3.2,26.9,29.2,54.4,111.2,169.6,230.8,378.1,464.2,623.0,761.1,939.4,1029.2,1045.8,1015.1,895.6,1143.4,1030.6,332.1,1.3,1.1,125.3,223.7,377.9,809.0,766.1,728.2,775.2,794.5,764.6,770.3,843.8,732.3,697.8,496.5,264.5,171.4,168.1,93.2
CC4-DT15,WEEKDAY,416.7,22.4,37.5,97.3,236.1,227.0,270.6,523.6,833.6,1109.3,915.9,960.5,1143.1,1948.8,3534.0,1990.9,1426.4,1637.6,1273.7,482.3,30.1,7.5,437.6,914.5,3598.4,2718.2,1172.1,1129.4,1433.0,1285.5,1040.4,875.9,816.0,1031.1,1602.4,1001.1,489.3,310.8,244.0,140.4
CC4-DT15,WEEKENDS/HOLIDAY,15.7,17.2,77.0,56.2,138.0,278.3,409.4,401.1,458.7,579.6,809.8,1026.5,1161.6,1279.5,1429.7,1332.2,1235.2,1584.9,1362.8,459.6,13.2,1.8,342.9,522.1,534.2,819.9,1050.6,1160.5,1244.1,1321.9,1297.5,1246.5,1198.6,1272.5,1130.6,804.3,485.5,307.5,281.7,117.8
CC5,WEEKDAY,15.1,17.3,53.9,106.7,197.5,171.0,140.3,178.1,290.2,252.0,211.4,211.9,228.8,554.5,836.2,418.0,279.9,255.0,236.5,111.6,27.1,1.9,67.8,223.7,902.2,553.1,236.5,195.3,230.3,293.0,224.8,179.6,184.1,233.4,405.9,315.8,235.5,216.0,184.6,113.5
CC5,WEEKENDS/HOLIDAY,4.6,3.5,53.4,70.9,80.5,116.1,140.0,162.2,204.3,234.5,246.1,245.4,303.9,388.6,362.3,365.3,266.6,256.7,223.1,135.7,5.8,0.6,49.5,106.4,133.2,159.3,186.1,207.4,268.2,289.2,300.9,267.9,300.4,288.5,286.9,258.5,224.1,213.7,235.6,148.6
CC6,WEEKDAY,118.5,7.1,36.2,145.0,344.8,255.5,229.1,276.0,426.8,505.0,407.3,411.1,475.7,611.1,777.0,525.3,591.2,638.2,544.0,323.2,28.5,2.8,158.3,332.5,517.7,494.0,387.9,389.9,580.7,511.5,512.0,454.9,452.3,547.2,1006.7,714.1,313.9,199.4,162.7,92.5
CC6,WEEKENDS/HOLIDAY,7.1,2.8,35.3,65.6,145.6,218.3,319.4,345.5,405.2,449.6,477.6,524.1,608.9,693.2,913.0,819.0,817.7,1293.6,3819.9,1020.3,7.6,1.1,133.2,343.4,319.0,457.3,539.8,549.1,646.0,778.1,835.1,902.2,1213.6,2043.3,2620.5,1056.2,321.6,201.7,142.9,52.4
CC7,WEEKDAY,5.9,57.2,256.9,478.9,679.9,384.2,256.1,289.0,417.7,333.0,257.3,236.5,277.3,525.0,661.0,377.5,212.1,192.2,186.5,95.3,67.3,11.0,123.5,408.0,650.4,361.0,212.7,185.2,235.5,364.3,335.0,291.3,318.4,439.5,738.8,601.7,393.9,382.7,340.8,195.3
CC7,WEEKENDS/HOLIDAY,5.3,24.9,135.9,189.9,236.4,300.0,324.2,323.5,360.6,309.4,305.0,286.3,292.9,410.8,444.6,306.7,196.5,182.8,183.4,147.6,37.0,4.2,79.6,177.0,201.7,194.0,214.0,218.7,248.3,301.9,320.7,329.5,348.2,407.4,429.4,399.8,381.5,405.2,419.3,196.1
