,,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME
month,,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107
WEEKDAY,TE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,472.0,883.0,1025.0,726.0,1340.0,2149.0,1331.0,2539.0,1795.0,1051.0,2202.0,1844.0,1081.0,1930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,455.0,0.0,931.0,748.0,1221.0,1723.0,1089.0,1957.0,1482.0,1059.0,1928.0,1590.0,1031.0,1704.0
WEEKDAY,TE3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,1547.0,2128.0,2366.0,2356.0,2482.0,2225.0,2147.0,3086.0,2988.0,2916.0,3174.0,2308.0,1675.0,2726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,1240.0,0.0,1764.0,1740.0,1870.0,1722.0,1651.0,2384.0,2301.0,2263.0,2443.0,1893.0,1429.0,2210.0
WEEKENDS/HOLIDAY,BP10,3584.0,3461.0,3554.0,3507.0,3584.0,3446.0,3790.0,3639.0,3647.0,3476.0,3448.0,3424.0,3611.0,3380.0,3374.0,3270.0,3321.0,2591.0,2546.0,2368.0,2102.0,971.0,820.0,1384.0,1841.0,2026.0,2075.0,1265.0,1963.0,2139.0,2200.0,2094.0,2186.0,2130.0,1675.0,1635.0,1781.0,3781.0,3619.0,3709.0,3655.0,3627.0,3594.0,3843.0,3674.0,3678.0,3466.0,3417.0,3478.0,3634.0,3385.0,3422.0,3303.0,3344.0,2984.0,3008.0,2787.0,2500.0,1135.0,961.0,1621.0,0.0,1945.0,2398.0,1426.0,2311.0,2476.0,2514.0,2474.0,2495.0,2479.0,1927.0,1889.0,2069.0
WEEKENDS/HOLIDAY,BP11,3531.0,3508.0,3607.0,3595.0,3607.0,3496.0,3785.0,3672.0,3715.0,3635.0,3527.0,3391.0,3628.0,3472.0,3425.0,3338.0,3374.0,2705.0,2553.0,2403.0,2062.0,911.0,755.0,1319.0,1863.0,2122.0,2097.0,1285.0,1999.0,2164.0,2161.0,2168.0,2277.0,2226.0,1633.0,1569.0,1807.0,3293.0,3218.0,3296.0,3267.0,3193.0,3051.0,3295.0,3146.0,3234.0,3161.0,3033.0,3000.0,3197.0,2980.0,2981.0,2922.0,2902.0,2237.0,2133.0,2057.0,1783.0,795.0,687.0,1132.0,0.0,1456.0,1738.0,1060.0,1682.0,1805.0,1836.0,1848.0,1886.0,1856.0,1421.0,1365.0,1530.0
WEEKENDS/HOLIDAY,BP12,2714.0,2586.0,2680.0,2698.0,2745.0,2649.0,2858.0,2748.0,2865.0,2767.0,2662.0,2599.0,2921.0,2575.0,2557.0,2455.0,2608.0,1929.0,1837.0,1679.0,1413.0,540.0,433.0,831.0,1182.0,1364.0,1354.0,842.0,1267.0,1381.0,1373.0,1415.0,1455.0,1475.0,1039.0,1005.0,1150.0,2687.0,2556.0,2643.0,2645.0,2596.0,2459.0,2662.0,2562.0,2616.0,2492.0,2397.0,2397.0,2694.0,2309.0,2336.0,2245.0,2395.0,1542.0,1446.0,1309.0,1100.0,487.0,424.0,727.0,0.0,902.0,1047.0,639.0,973.0,1039.0,1058.0,1078.0,1071.0,1102.0,842.0,828.0,898.0
WEEKENDS/HOLIDAY,BP13,1901.0,1855.0,1928.0,1885.0,1939.0,1819.0,1989.0,1913.0,1992.0,1943.0,1817.0,1833.0,1892.0,1757.0,1765.0,1740.0,1710.0,1294.0,1253.0,1044.0,930.0,381.0,301.0,582.0,804.0,934.0,964.0,560.0,867.0,922.0,963.0,938.0,997.0,968.0,681.0,689.0,779.0,1793.0,1693.0,1781.0,1746.0,1754.0,1626.0,1822.0,1694.0,1793.0,1694.0,1549.0,1606.0,1667.0,1535.0,1553.0,1577.0,1518.0,819.0,831.0,668.0,592.0,294.0,262.0,421.0,0.0,486.0,606.0,343.0,549.0,597.0,598.0,604.0,607.0,637.0,466.0,476.0,511.0
WEEKENDS/HOLIDAY,BP14,107.0,109.0,104.0,118.0,230.0,149.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,109.0,103.0,113.0,147.0,125.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEEKENDS/HOLIDAY,BP2,2864.0,2824.0,2972.0,2941.0,2954.0,2906.0,3154.0,3052.0,3137.0,3177.0,3078.0,2972.0,3180.0,3027.0,3043.0,2860.0,2801.0,2573.0,2520.0,2440.0,2055.0,805.0,630.0,1246.0,1837.0,2112.0,2092.0,1333.0,1983.0,2199.0,2145.0,2189.0,2240.0,2198.0,1588.0,1537.0,1750.0,2555.0,2596.0,2715.0,2672.0,2658.0,2576.0,2712.0,2572.0,2588.0,2576.0,2554.0,2436.0,2642.0,2435.0,2472.0,2320.0,2319.0,2096.0,2108.0,1988.0,1705.0,702.0,576.0,1058.0,0.0,1417.0,1763.0,1070.0,1673.0,1783.0,1786.0,1810.0,1838.0,1821.0,1332.0,1301.0,1493.0
WEEKENDS/HOLIDAY,BP3,3682.0,3591.0,3782.0,3787.0,3777.0,3809.0,4051.0,3932.0,4006.0,3953.0,3759.0,3747.0,4007.0,3781.0,3830.0,3663.0,3663.0,3422.0,3342.0,3050.0,2720.0,1109.0,902.0,1682.0,2408.0,2783.0,2694.0,1679.0,2682.0,2819.0,2781.0,2838.0,2973.0,2893.0,2127.0,2004.0,2298.0,3368.0,3332.0,3468.0,3472.0,3383.0,3362.0,3510.0,3387.0,3444.0,3337.0,3256.0,3195.0,3423.0,3214.0,3277.0,3080.0,3128.0,2872.0,2889.0,2575.0,2303.0,961.0,786.0,1438.0,0.0,1906.0,2298.0,1401.0,2261.0,2409.0,2370.0,2456.0,2520.0,2488.0,1839.0,1750.0,1986.0
WEEKENDS/HOLIDAY,BP4,1690.0,1630.0,1705.0,1656.0,1763.0,1658.0,1760.0,1714.0,1773.0,1697.0,1667.0,1637.0,1950.0,1637.0,1685.0,1616.0,1633.0,1422.0,1472.0,1390.0,1223.0,535.0,437.0,769.0,1092.0,1257.0,1215.0,751.0,1179.0,1212.0,1240.0,1240.0,1289.0,1249.0,940.0,883.0,1001.0,1654.0,1575.0,1627.0,1629.0,1657.0,1582.0,1619.0,1577.0,1618.0,1546.0,1512.0,1507.0,1814.0,1496.0,1537.0,1480.0,1514.0,1284.0,1349.0,1287.0,1120.0,506.0,412.0,713.0,0.0,926.0,1124.0,672.0,1074.0,1114.0,1144.0,1148.0,1156.0,1155.0,859.0,832.0,926.0
WEEKENDS/HOLIDAY,BP5,2132.0,2068.0,2152.0,2209.0,2155.0,2076.0,2183.0,2063.0,2163.0,2070.0,1992.0,1984.0,2040.0,1931.0,1974.0,1958.0,1993.0,1687.0,1680.0,1614.0,1407.0,626.0,522.0,919.0,1229.0,1435.0,1368.0,840.0,1266.0,1356.0,1432.0,1353.0,1466.0,1423.0,1097.0,1068.0,1204.0,1640.0,1621.0,1684.0,1723.0,1673.0,1635.0,1709.0,1567.0,1684.0,1585.0,1568.0,1527.0,1623.0,1514.0,1543.0,1513.0,1588.0,1376.0,1307.0,1284.0,1126.0,489.0,406.0,704.0,0.0,899.0,1069.0,631.0,1000.0,1080.0,1148.0,1078.0,1187.0,1161.0,880.0,864.0,970.0
WEEKENDS/HOLIDAY,BP6,11687.0,11581.0,11805.0,11777.0,11602.0,11545.0,11716.0,10757.0,11465.0,11083.0,10860.0,10354.0,11370.0,10459.0,10515.0,9931.0,9964.0,8724.0,8855.0,7669.0,6798.0,2663.0,0.0,0.0,0.0,16620.0,20588.0,18648.0,20987.0,22888.0,22128.0,22147.0,23516.0,23166.0,15366.0,14454.0,16860.0,12736.0,12712.0,13169.0,13202.0,13378.0,13073.0,13618.0,12774.0,13627.0,13302.0,12951.0,12373.0,13442.0,12635.0,12525.0,11803.0,11830.0,10928.0,10735.0,9395.0,8181.0,3127.0,0.0,0.0,0.0,17037.0,21259.0,18920.0,21678.0,23673.0,22965.0,22907.0,24375.0,24003.0,16089.0,15064.0,17561.0
WEEKENDS/HOLIDAY,BP7,1497.0,1480.0,1501.0,1521.0,1538.0,1488.0,1609.0,1542.0,1563.0,1494.0,1463.0,1452.0,1536.0,1456.0,1455.0,1376.0,1384.0,792.0,727.0,635.0,553.0,260.0,226.0,404.0,492.0,566.0,538.0,300.0,500.0,505.0,546.0,528.0,524.0,520.0,378.0,380.0,420.0,1402.0,1419.0,1418.0,1448.0,1439.0,1394.0,1467.0,1394.0,1404.0,1368.0,1296.0,1331.0,1408.0,1329.0,1345.0,1267.0,1302.0,967.0,955.0,865.0,752.0,337.0,309.0,529.0,0.0,649.0,768.0,438.0,729.0,763.0,781.0,768.0,779.0,761.0,556.0,571.0,609.0
WEEKENDS/HOLIDAY,BP8,2554.0,2431.0,2499.0,2465.0,2540.0,2396.0,2624.0,2527.0,2512.0,2457.0,2371.0,2331.0,2455.0,2336.0,2351.0,2257.0,2321.0,1606.0,1596.0,1378.0,1188.0,543.0,457.0,793.0,1054.0,1204.0,1129.0,708.0,1104.0,1205.0,1171.0,1209.0,1234.0,1208.0,928.0,889.0,971.0,2441.0,2374.0,2396.0,2303.0,2447.0,2241.0,2517.0,2422.0,2397.0,2281.0,2226.0,2244.0,2338.0,2214.0,2251.0,2128.0,2203.0,1409.0,1417.0,1267.0,1120.0,507.0,417.0,718.0,0.0,922.0,1065.0,645.0,1035.0,1094.0,1081.0,1117.0,1161.0,1103.0,842.0,849.0,917.0
WEEKENDS/HOLIDAY,BP9,2835.0,2800.0,2796.0,2755.0,2873.0,2555.0,2986.0,2874.0,2887.0,2913.0,2826.0,2744.0,2872.0,2755.0,2741.0,2649.0,2796.0,2068.0,2093.0,2011.0,1751.0,812.0,721.0,1170.0,1474.0,1707.0,1673.0,961.0,1550.0,1654.0,1786.0,1644.0,1792.0,1790.0,1338.0,1354.0,1457.0,2806.0,2829.0,2751.0,2741.0,2813.0,2478.0,2880.0,2793.0,2798.0,2888.0,2827.0,2683.0,2842.0,2721.0,2694.0,2584.0,2703.0,1652.0,1714.0,1594.0,1365.0,581.0,498.0,863.0,0.0,1092.0,1291.0,785.0,1231.0,1313.0,1432.0,1369.0,1430.0,1400.0,1028.0,1036.0,1157.0
WEEKENDS/HOLIDAY,CC1,39691.0,38804.0,38567.0,39504.0,39585.0,40217.0,37649.0,33210.0,38036.0,35442.0,34406.0,34305.0,36783.0,34730.0,33626.0,33168.0,34113.0,33905.0,24626.0,25156.0,21267.0,5739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38139.0,37986.0,36906.0,38021.0,38183.0,39184.0,36384.0,31619.0,36759.0,34185.0,33423.0,33168.0,35720.0,33819.0,31933.0,31972.0,32986.0,32963.0,26787.0,23968.0,20131.0,5273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEEKENDS/HOLIDAY,CC10,10869.0,10539.0,10788.0,10801.0,10421.0,10951.0,10866.0,10874.0,11083.0,10687.0,10472.0,10529.0,11080.0,10428.0,10815.0,10555.0,11076.0,10752.0,9208.0,9399.0,7864.0,2986.0,2349.0,4572.0,6407.0,7583.0,7496.0,8107.0,7991.0,8808.0,8214.0,9014.0,9056.0,8598.0,6332.0,6336.0,6980.0,10063.0,9830.0,9985.0,9946.0,9639.0,10070.0,10036.0,9924.0,10302.0,9958.0,9748.0,9805.0,10328.0,9767.0,10186.0,9831.0,10289.0,10137.0,9066.0,8944.0,7444.0,2821.0,2225.0,4275.0,0.0,5856.0,6994.0,7625.0,7504.0,8254.0,7719.0,8541.0,8599.0,8180.0,5975.0,5960.0,6625.0
WEEKENDS/HOLIDAY,CC11,9445.0,9031.0,9856.0,9677.0,9486.0,9556.0,9681.0,8221.0,10219.0,9548.0,8840.0,9389.0,9416.0,8564.0,9094.0,8923.0,9194.0,8344.0,6754.0,7330.0,6652.0,2474.0,1815.0,2952.0,3910.0,4822.0,4644.0,5169.0,5021.0,5266.0,5394.0,4986.0,6008.0,5828.0,4083.0,3920.0,4598.0,9188.0,8945.0,9622.0,9408.0,9203.0,9264.0,9392.0,7991.0,9928.0,9250.0,8595.0,9081.0,9212.0,8411.0,8965.0,8777.0,9036.0,8226.0,7100.0,7198.0,6567.0,2428.0,1745.0,2850.0,0.0,3912.0,4652.0,5110.0,4914.0,5232.0,5305.0,4956.0,5920.0,5798.0,4111.0,3916.0,4558.0
WEEKENDS/HOLIDAY,CC12,4428.0,4081.0,4310.0,4174.0,4046.0,3661.0,4092.0,3747.0,4269.0,4020.0,3896.0,3825.0,4336.0,3938.0,4112.0,4154.0,4086.0,3552.0,3329.0,3082.0,2592.0,799.0,584.0,1125.0,1749.0,2156.0,2159.0,2319.0,2403.0,2565.0,2520.0,2595.0,2846.0,2749.0,1715.0,1656.0,1934.0,3981.0,3890.0,3911.0,3711.0,3588.0,3266.0,3645.0,3399.0,3916.0,3682.0,3529.0,3468.0,3972.0,3645.0,3779.0,3809.0,3751.0,3265.0,3189.0,2836.0,2395.0,774.0,582.0,1080.0,0.0,1689.0,2010.0,2196.0,2264.0,2387.0,2323.0,2441.0,2630.0,2521.0,1632.0,1561.0,1824.0
WEEKENDS/HOLIDAY,CC14,4938.0,5044.0,4931.0,4879.0,4662.0,4926.0,4700.0,4696.0,4962.0,4822.0,4736.0,4355.0,4663.0,4734.0,4686.0,4559.0,4670.0,4793.0,3838.0,3742.0,3178.0,932.0,728.0,1542.0,2393.0,3030.0,2847.0,3063.0,3084.0,3368.0,3238.0,3362.0,3688.0,3582.0,2479.0,2396.0,2758.0,4792.0,4826.0,4736.0,4696.0,4529.0,4729.0,4566.0,4548.0,4779.0,4590.0,4535.0,4208.0,4505.0,4551.0,4492.0,4361.0,4510.0,4619.0,3842.0,3655.0,3048.0,895.0,702.0,1464.0,0.0,2452.0,2778.0,2980.0,3012.0,3269.0,3167.0,3254.0,3589.0,3499.0,2413.0,2285.0,2684.0
WEEKENDS/HOLIDAY,CC16,7294.0,6827.0,7086.0,6962.0,6619.0,6366.0,6652.0,6281.0,7066.0,6789.0,6428.0,6486.0,6986.0,6318.0,6435.0,6183.0,6794.0,5809.0,5156.0,5252.0,4687.0,1314.0,922.0,1967.0,3292.0,3966.0,3842.0,4221.0,4228.0,4493.0,4353.0,4402.0,4938.0,4855.0,3226.0,3087.0,3588.0,7066.0,6732.0,6901.0,6780.0,6505.0,6283.0,6576.0,6201.0,7047.0,6654.0,6372.0,6391.0,6896.0,6296.0,6325.0,6147.0,6661.0,5745.0,5419.0,5361.0,4860.0,1357.0,959.0,2040.0,0.0,3450.0,4050.0,4397.0,4419.0,4636.0,4449.0,4504.0,5014.0,4951.0,3309.0,3139.0,3667.0
WEEKENDS/HOLIDAY,CC17,2159.0,2119.0,2180.0,2218.0,2084.0,1951.0,2157.0,2084.0,2208.0,2100.0,2079.0,1991.0,2112.0,2016.0,2036.0,2013.0,2113.0,1834.0,1735.0,1747.0,1562.0,574.0,439.0,860.0,1269.0,1557.0,1446.0,1587.0,1508.0,1571.0,1491.0,1586.0,1623.0,1598.0,1218.0,1232.0,1417.0,2247.0,2185.0,2220.0,2230.0,2074.0,1941.0,2189.0,2125.0,2293.0,2113.0,2160.0,2006.0,2151.0,2046.0,2028.0,2018.0,2147.0,1851.0,1843.0,1803.0,1625.0,565.0,420.0,871.0,0.0,1416.0,1564.0,1702.0,1623.0,1687.0,1597.0,1695.0,1769.0,1700.0,1283.0,1293.0,1451.0
WEEKENDS/HOLIDAY,CC19,8553.0,8391.0,8184.0,7562.0,7425.0,6656.0,7799.0,7697.0,8099.0,7894.0,7021.0,7000.0,8148.0,7964.0,7129.0,7315.0,7142.0,5980.0,6298.0,5842.0,4988.0,1210.0,927.0,1990.0,3936.0,4731.0,4340.0,4992.0,4690.0,4991.0,4124.0,5121.0,5537.0,5463.0,3573.0,3606.0,3765.0,9309.0,9223.0,8815.0,8168.0,8151.0,7358.0,8345.0,8254.0,8768.0,8621.0,7775.0,7734.0,8916.0,8807.0,7806.0,8032.0,7817.0,6601.0,7395.0,6421.0,5501.0,1286.0,979.0,2199.0,0.0,4333.0,4810.0,5624.0,5276.0,5593.0,4489.0,5624.0,6112.0,6118.0,3970.0,3988.0,4188.0
WEEKENDS/HOLIDAY,CC2,4796.0,5443.0,5118.0,5020.0,4562.0,3934.0,4262.0,3976.0,4895.0,4459.0,3598.0,3900.0,4989.0,4711.0,4575.0,4108.0,4436.0,3187.0,2674.0,2708.0,2166.0,612.0,400.0,661.0,1019.0,1360.0,1503.0,1680.0,1859.0,1551.0,1609.0,1562.0,1976.0,1965.0,988.0,875.0,1178.0,5280.0,6005.0,5677.0,5541.0,5208.0,4240.0,4619.0,4336.0,5438.0,4805.0,3855.0,3954.0,4785.0,4836.0,4853.0,4437.0,4777.0,3405.0,3058.0,2977.0,2420.0,619.0,387.0,651.0,0.0,1160.0,1573.0,1837.0,2058.0,1690.0,1719.0,1704.0,2162.0,2198.0,1056.0,870.0,1216.0
WEEKENDS/HOLIDAY,CC20,4418.0,4227.0,4546.0,4411.0,4216.0,3868.0,4327.0,4150.0,4507.0,4421.0,4021.0,3882.0,4194.0,3868.0,4231.0,3951.0,4096.0,3532.0,3400.0,3123.0,2627.0,858.0,695.0,1318.0,2034.0,2431.0,2371.0,2509.0,2594.0,2711.0,2723.0,2837.0,3046.0,2971.0,2085.0,1978.0,2241.0,4345.0,4180.0,4443.0,4335.0,4222.0,3917.0,4303.0,4122.0,4491.0,4398.0,3976.0,3924.0,4242.0,3897.0,4247.0,3933.0,4121.0,3510.0,3502.0,3140.0,2623.0,898.0,730.0,1353.0,0.0,2030.0,2420.0,2587.0,2645.0,2755.0,2764.0,2878.0,3073.0,3004.0,2118.0,1992.0,2251.0
WEEKENDS/HOLIDAY,CC21,7804.0,7959.0,8075.0,7669.0,7308.0,6933.0,7527.0,6983.0,7672.0,7430.0,7086.0,6887.0,7292.0,6963.0,6956.0,6539.0,6679.0,5924.0,5608.0,5806.0,5126.0,1689.0,1267.0,2750.0,4592.0,5425.0,5032.0,5281.0,5035.0,5216.0,5075.0,5152.0,5536.0,5387.0,3786.0,3298.0,3985.0,8359.0,8334.0,8544.0,8141.0,7761.0,7305.0,7974.0,7378.0,8143.0,7769.0,7432.0,7240.0,7629.0,7401.0,7315.0,6859.0,7067.0,6227.0,6188.0,6096.0,5427.0,1734.0,1311.0,2836.0,0.0,4514.0,5132.0,5353.0,5114.0,5343.0,5230.0,5236.0,5656.0,5501.0,3820.0,3412.0,4044.0
WEEKENDS/HOLIDAY,CC22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2444.0,4685.0,7346.0,9053.0,8388.0,8768.0,8549.0,9183.0,9029.0,8781.0,9850.0,9562.0,6469.0,5933.0,7088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2386.0,4610.0,0.0,7248.0,8078.0,8513.0,8184.0,8917.0,8632.0,8409.0,9256.0,9043.0,6204.0,5656.0,6750.0
WEEKENDS/HOLIDAY,CC23,3392.0,3471.0,3747.0,3526.0,3472.0,3032.0,3204.0,2970.0,3652.0,3238.0,3126.0,3022.0,3319.0,3150.0,3240.0,3106.0,3333.0,2603.0,2329.0,2610.0,2292.0,954.0,743.0,1034.0,1477.0,1834.0,1841.0,2010.0,1889.0,1977.0,2006.0,1931.0,2344.0,2243.0,1695.0,1511.0,1766.0,3307.0,3397.0,3648.0,3484.0,3430.0,2993.0,3156.0,2994.0,3561.0,3271.0,3116.0,3007.0,3284.0,3127.0,3185.0,3080.0,3321.0,2612.0,2389.0,2557.0,2267.0,973.0,772.0,1050.0,0.0,1550.0,1844.0,2034.0,1928.0,1994.0,2003.0,1904.0,2340.0,2241.0,1694.0,1522.0,1754.0
WEEKENDS/HOLIDAY,CC24,7228.0,8363.0,7880.0,8001.0,7566.0,6092.0,6940.0,6382.0,8081.0,6892.0,6381.0,5799.0,6826.0,7253.0,6414.0,6611.0,6764.0,4759.0,4594.0,4474.0,4161.0,2136.0,1869.0,2602.0,2881.0,3670.0,3595.0,3768.0,3517.0,3534.0,3793.0,3479.0,4063.0,3786.0,2787.0,2756.0,2900.0,7087.0,8093.0,7666.0,7801.0,7391.0,5917.0,6886.0,6440.0,8038.0,6732.0,6337.0,5844.0,6862.0,7159.0,6470.0,6495.0,6614.0,4759.0,4879.0,4386.0,4059.0,2078.0,1746.0,2479.0,0.0,3020.0,3529.0,3756.0,3533.0,3580.0,3765.0,3514.0,4065.0,3786.0,2760.0,2646.0,2851.0
WEEKENDS/HOLIDAY,CC25,5344.0,5313.0,5610.0,5373.0,5191.0,4656.0,4957.0,4780.0,5666.0,5143.0,4927.0,4963.0,5217.0,5040.0,4932.0,4960.0,5063.0,4477.0,4163.0,3735.0,3390.0,1493.0,1283.0,1868.0,2609.0,3260.0,3311.0,3366.0,3241.0,3381.0,3267.0,3374.0,3594.0,3395.0,2628.0,2592.0,3404.0,4913.0,4808.0,5009.0,4718.0,4665.0,4214.0,4455.0,4389.0,5168.0,4694.0,4461.0,4575.0,4743.0,4534.0,4517.0,4415.0,4547.0,4043.0,4081.0,3404.0,3077.0,1412.0,1227.0,1745.0,0.0,2437.0,3042.0,3011.0,2914.0,3010.0,2954.0,3013.0,3209.0,3044.0,2390.0,2316.0,3148.0
WEEKENDS/HOLIDAY,CC26,2542.0,2661.0,2789.0,2918.0,2795.0,2719.0,2740.0,2472.0,2876.0,2744.0,2750.0,2900.0,3064.0,2976.0,3167.0,3100.0,3148.0,2682.0,2355.0,2352.0,2317.0,1395.0,1108.0,1348.0,1637.0,1940.0,1944.0,2066.0,1996.0,2041.0,2099.0,1967.0,2234.0,2148.0,1799.0,1830.0,1930.0,2659.0,2671.0,2824.0,3016.0,2979.0,2891.0,2898.0,2705.0,3024.0,2921.0,2885.0,3030.0,3186.0,3053.0,3253.0,3160.0,3233.0,2776.0,2626.0,2464.0,2325.0,1402.0,1129.0,1390.0,0.0,1683.0,2032.0,2154.0,2087.0,2139.0,2188.0,2076.0,2311.0,2245.0,1838.0,1885.0,2006.0
WEEKENDS/HOLIDAY,CC27,1885.0,1885.0,1950.0,2174.0,1917.0,1695.0,1802.0,1522.0,1970.0,1766.0,1649.0,1816.0,1804.0,1581.0,1651.0,1589.0,1675.0,1357.0,1173.0,1169.0,1134.0,450.0,348.0,519.0,858.0,1111.0,1078.0,1195.0,1251.0,1186.0,1018.0,1086.0,1248.0,1178.0,828.0,819.0,900.0,1941.0,2051.0,2015.0,2218.0,1939.0,1734.0,1889.0,1651.0,2105.0,1897.0,1784.0,1907.0,1888.0,1660.0,1665.0,1596.0,1636.0,1391.0,1307.0,1256.0,1234.0,457.0,344.0,576.0,0.0,1120.0,1263.0,1505.0,1449.0,1442.0,1157.0,1270.0,1435.0,1341.0,963.0,996.0,1018.0
