,,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME
BP8,WEEKENDS/HOLIDAY,0.0,28.4,43.4,44.9,55.9,74.1,67.0,69.7,77.1,81.9,81.4,75.2,72.2,74.4,84.6,74.9,67.4,51.6,48.6,15.7,0.0,12.9,31.9,58.4,66.8,72.7,58.9,53.8,61.9,72.8,71.1,62.3,66.2,71.3,75.1,68.7,66.0,57.0,61.3,31.0
BP9,WEEKDAY,0.0,89.8,251.7,321.2,188.6,149.6,127.9,128.1,126.7,123.1,181.4,129.7,104.6,149.4,147.8,86.1,51.5,40.3,19.2,4.1,0.0,37.0,132.3,325.7,153.5,84.7,63.0,60.8,73.0,100.0,87.8,101.2,113.9,174.2,255.8,209.0,128.7,95.3,82.0,36.6
BP9,WEEKENDS/HOLIDAY,0.0,35.1,61.9,83.1,126.7,179.8,178.2,191.1,161.2,120.6,116.6,91.8,76.1,81.8,78.7,69.4,47.8,27.8,20.7,2.9,0.0,13.7,21.7,45.7,81.3,88.4,98.7,87.4,101.9,83.2,87.4,85.0,83.1,79.9,82.9,76.3,84.8,67.2,67.1,29.1
CC1-NE6-NS24,WEEKDAY,16.9,33.8,170.6,441.5,936.2,393.4,412.0,754.3,1058.5,1644.6,1408.8,1506.0,1703.3,2432.5,3213.8,2389.6,2280.6,2440.3,1621.0,527.8,13.0,19.5,452.9,1400.3,2197.6,1543.3,1307.5,1455.3,1959.3,1513.0,1389.2,1323.2,1319.5,1613.1,2793.1,1788.8,897.3,497.5,301.4,140.2
CC1-NE6-NS24,WEEKENDS/HOLIDAY,13.1,25.6,119.3,163.1,239.0,285.4,450.3,747.2,1065.1,1393.2,1602.0,1848.3,2058.0,2090.8,2049.1,1824.2,1835.7,1794.4,1224.2,438.9,12.2,3.7,219.9,472.3,854.7,1187.9,1429.2,1501.8,1706.0,1909.0,1764.6,1694.7,1618.9,1519.0,1444.8,1130.1,761.6,463.6,299.2,137.7
CC10,WEEKDAY,4.3,135.1,732.8,1207.8,1272.5,691.7,517.6,520.3,628.5999999999999,511.90000000000003,455.2,453.29999999999995,543.1,1410.1,2729.9,1119.3,490.4,311.5,196.4,82.6,41.7,19.6,303.1,962.1,2608.1,1373.7,454.7,319.3,387.4,625.9000000000001,516.4,464.5,490.4,715.9,1147.0,893.9,637.8,594.7,494.8,284.2
CC10,WEEKENDS/HOLIDAY,4.6,47.5,274.4,402.20000000000005,472.2,531.5999999999999,518.3,527.0,610.0,615.5,498.0,467.79999999999995,526.4,618.3,574.8,446.70000000000005,290.6,222.7,148.3,67.1,36.6,5.3,117.80000000000001,260.2,518.3000000000001,408.6,337.4,314.0,403.29999999999995,497.59999999999997,430.7,458.0,471.0,471.4,473.20000000000005,468.29999999999995,477.29999999999995,530.8,474.8,289.6
CC11,WEEKDAY,4.0,78.0,672.8,736.1,471.9,271.5,259.4,397.8,584.1,497.6,462.0,659.6,773.5,2394.8,3919.7,1853.6,853.0,503.0,274.4,173.5,29.6,38.1,713.6,2244.7,4341.7,2094.6,762.0,479.2,466.3,584.4,528.8,363.1,329.3,437.2,681.3,725.9,357.7,353.0,436.4,145.5
CC11,WEEKENDS/HOLIDAY,2.8,43.3,417.9,474.3,285.3,188.2,225.4,287.2,382.4,500.3,406.9,468.2,475.2,611.7,588.8,453.1,336.2,270.6,147.6,86.2,23.6,9.4,300.8,497.0,664.4,484.4,373.9,312.7,293.3,330.4,326.9,283.0,291.9,377.2,404.4,465.2,369.9,319.0,308.7,131.1
CC12,WEEKDAY,2.8,31.0,253.2,593.8,611.4,295.1,162.7,182.5,191.5,555.0,586.3,302.6,324.0,392.8,388.5,182.6,104.1,75.9,41.2,16.0,24.4,5.5,355.2,880.5,248.5,116.5,79.5,79.2,116.5,210.4,198.5,222.0,197.4,254.1,436.8,411.8,257.8,205.3,149.9,70.7
CC12,WEEKENDS/HOLIDAY,1.6,12.6,57.4,94.0,160.0,188.2,197.1,189.4,241.8,237.2,156.4,177.7,170.7,194.7,169.9,139.8,80.9,63.4,34.8,24.2,24.6,0.3,27.3,122.2,124.4,95.1,114.7,106.3,130.9,157.2,161.2,170.8,143.2,162.3,179.6,184.0,161.4,154.8,115.1,59.0
CC14,WEEKDAY,1.2,41.3,317.5,745.5,825.8,406.4,238.7,255.7,314.9,303.7,266.6,477.6,557.8,610.8,551.5,329.0,160.5,93.5,68.9,18.2,16.3,10.1,138.7,672.0,1081.0,199.2,107.0,115.4,177.3,294.0,295.4,289.1,305.7,400.5,633.5,536.7,314.9,245.1,189.1,100.5
CC14,WEEKENDS/HOLIDAY,1.7,14.9,75.4,146.3,224.9,266.2,277.2,256.2,298.2,253.9,193.2,177.6,175.7,197.4,213.8,154.9,87.6,68.2,70.0,24.3,15.8,3.6,38.0,84.8,115.4,136.7,127.9,133.3,171.4,214.9,226.8,220.4,206.9,228.4,253.7,242.6,206.3,189.3,153.9,77.6
CC16,WEEKDAY,1.7,79.3,505.5,958.6,983.8,474.4,308.0,287.8,430.7,477.8,431.4,645.8,555.3,908.5,1226.6,603.4,256.4,247.5,152.4,44.2,18.5,21.1,298.6,1713.7,1159.7,706.8,252.5,186.9,259.0,294.3,308.9,329.6,323.2,494.5,940.0,740.8,442.7,328.7,254.9,134.9
CC16,WEEKENDS/HOLIDAY,2.6,33.9,152.4,194.0,256.6,301.9,313.8,313.9,388.9,415.0,321.7,288.8,278.0,298.0,317.0,281.1,162.8,178.4,139.4,48.8,17.3,4.0,99.4,341.0,422.1,402.0,296.9,241.1,233.3,274.8,267.2,271.2,247.0,276.6,318.7,295.2,270.1,247.6,215.9,118.7
CC17,WEEKDAY,0.3,62.7,310.0,594.7,490.0,238.8,122.2,101.6,111.7,165.7,100.0,179.1,148.9,248.6,433.0,189.3,90.0,69.1,37.4,9.6,11.9,8.1,117.5,508.1,405.3,207.6,80.7,61.8,79.8,115.9,108.8,122.5,145.9,269.0,520.6,308.7,177.6,143.8,103.1,51.5
CC17,WEEKENDS/HOLIDAY,0.1,19.7,86.4,105.4,104.4,108.3,111.1,102.4,108.2,95.6,90.1,79.1,96.4,108.6,122.0,91.2,51.8,44.8,26.4,10.0,13.8,2.2,43.4,167.2,132.6,91.4,74.4,74.7,82.1,94.6,85.8,86.7,88.0,101.7,89.4,89.2,94.6,94.9,79.7,38.2
CC19,WEEKDAY,3.4,11.9,145.0,416.5,363.70000000000005,240.3,186.0,213.6,260.1,265.59999999999997,277.3,322.4,354.2,537.0,658.3,449.9,228.5,224.7,144.2,48.7,11.0,25.6,268.6,696.9,664.8,425.8,280.7,261.8,256.4,266.2,283.8,301.0,314.2,396.1,541.1999999999999,358.6,172.8,130.6,88.3,40.8
CC19,WEEKENDS/HOLIDAY,2.8,5.0,33.7,72.6,129.2,219.89999999999998,302.0,369.0,362.79999999999995,374.6,361.2,430.7,444.90000000000003,433.5,425.0,416.7,253.5,179.29999999999998,118.4,52.800000000000004,12.4,8.3,126.60000000000001,318.3,397.5,456.59999999999997,460.0,425.2,415.4,432.5,397.3,407.7,385.40000000000003,375.4,315.0,211.7,138.7,102.9,78.3,35.1
CC2,WEEKDAY,3.8,21.8,21.3,32.6,59.9,59.0,69.1,153.4,228.1,191.9,164.6,256.5,264.0,539.4,826.0,460.1,253.9,244.0,258.5,133.9,1.9,0.6,77.1,274.5,845.7,568.2,354.4,390.3,317.2,380.0,265.8,265.6,157.8,159.0,251.0,176.4,92.7,56.1,37.8,17.4
CC2,WEEKENDS/HOLIDAY,2.0,13.2,21.0,22.4,25.3,41.2,65.3,103.2,140.1,150.3,147.3,164.1,214.8,274.6,251.0,160.8,120.4,106.2,78.7,64.1,1.4,0.4,34.9,69.7,200.8,232.8,207.9,186.2,218.2,251.0,220.1,187.9,137.7,103.9,95.8,84.9,72.0,57.7,39.2,17.6
CC20,WEEKDAY,0.7,38.0,233.4,500.8,433.0,262.6,166.3,170.2,176.0,264.2,381.9,209.0,227.5,368.3,425.5,238.5,141.3,96.0,54.7,20.2,9.1,12.4,223.0,568.1,403.3,197.1,122.8,131.9,156.6,179.8,191.5,237.7,262.1,318.7,458.8,363.3,209.5,170.5,124.7,54.0
CC20,WEEKENDS/HOLIDAY,0.8,11.4,58.3,101.2,159.9,200.1,219.3,212.7,210.0,207.2,177.9,161.9,157.0,184.6,177.7,144.2,102.7,74.1,44.9,21.3,9.1,5.6,47.6,136.8,170.2,156.8,157.7,156.2,154.3,174.4,164.9,163.3,167.7,175.1,189.8,174.6,143.2,130.2,97.2,48.6
CC21,WEEKDAY,8.5,45.6,224.5,471.2,513.1,301.6,221.5,244.9,333.2,466.1,338.2,474.7,404.5,442.5,488.6,447.8,412.9,407.5,340.6,153.8,15.1,6.4,119.0,437.0,383.6,390.1,334.1,353.7,484.8,362.6,353.3,395.7,438.2,561.4,941.7,748.5,410.2,297.7,197.4,96.4
CC21,WEEKENDS/HOLIDAY,7.8,18.3,75.8,112.2,165.7,219.1,251.4,278.9,351.7,372.8,390.8,369.8,346.3,350.3,385.1,370.7,306.7,306.6,320.4,126.1,11.2,0.8,57.4,137.0,227.0,363.6,400.3,375.4,391.7,417.9,378.8,342.6,317.7,370.2,427.9,391.8,297.7,256.4,177.1,84.8
CC23,WEEKDAY,4.2,9.7,43.7,152.5,153.3,123.5,137.7,313.7,527.3,501.0,405.9,575.4,717.8,1979.1,2687.0,1561.1,740.2,528.1,278.6,93.8,3.9,30.7,699.6,1674.5,2674.0,2257.0,778.7,397.8,507.1,586.8,359.4,198.2,174.5,206.5,288.5,207.4,93.1,71.3,26.3,12.1
CC23,WEEKENDS/HOLIDAY,1.6,4.9,20.9,68.0,65.1,46.9,64.1,93.0,174.8,149.2,153.3,147.0,186.6,250.3,207.1,209.9,169.0,151.0,96.4,32.6,4.7,1.0,141.9,306.6,283.3,203.1,152.1,135.0,149.2,159.1,124.1,103.3,78.2,72.7,94.3,98.3,70.8,52.6,24.3,11.9
CC24,WEEKDAY,2.8,5.7,33.4,186.9,286.6,253.2,390.4,668.9,887.2,705.5,680.9,965.6,1402.1,2943.9,3237.0,1753.2,1097.9,821.0,387.6,114.9,6.8,33.0,831.5,2277.2,3670.7,2533.5,1249.8,1049.9,939.6,1101.5,727.5,531.0,284.0,360.2,461.0,334.0,169.8,114.3,80.0,36.8
CC24,WEEKENDS/HOLIDAY,1.4,4.1,14.1,144.6,157.2,98.7,130.7,178.6,253.1,289.6,301.1,346.6,352.7,386.7,326.3,335.7,342.4,324.7,123.8,48.8,5.7,3.4,334.2,376.3,410.2,294.3,222.4,264.0,374.0,232.0,209.8,177.7,159.2,152.9,212.9,212.8,164.8,124.3,89.6,38.0
CC25,WEEKDAY,2.2,46.5,213.7,470.2,507.5,296.0,187.9,214.8,214.0,193.3,163.0,235.2,309.1,791.2,936.2,560.3,280.6,144.3,101.9,38.4,8.5,13.1,422.3,790.7,906.5,403.2,141.5,125.3,134.9,187.2,207.5,182.9,181.5,254.3,464.6,363.5,228.0,207.1,134.3,76.7
CC25,WEEKENDS/HOLIDAY,1.4,34.4,99.4,173.8,174.0,194.9,198.4,231.6,262.6,215.1,197.3,237.9,218.7,260.7,228.7,304.6,167.2,80.1,78.9,30.2,8.7,5.9,230.1,296.0,174.4,129.0,128.9,126.9,138.9,181.6,194.3,169.0,158.0,159.0,235.8,195.8,174.4,184.6,119.1,66.7
CC26,WEEKDAY,1.2,18.9,76.3,274.8,251.4,144.0,104.6,123.4,149.6,125.5,127.9,168.5,215.5,812.3,1046.2,709.3,290.1,127.1,113.4,57.5,7.0,19.8,598.8,1033.5,981.8,469.7,153.0,102.4,127.3,150.6,134.1,106.0,104.8,162.5,340.3,217.7,132.0,126.0,70.1,31.0
CC26,WEEKENDS/HOLIDAY,0.8,13.1,40.1,195.7,168.7,100.7,91.9,107.0,107.6,101.3,100.7,141.4,137.2,189.1,156.9,334.9,147.9,67.1,68.2,47.0,8.2,5.6,269.4,323.7,145.2,109.6,67.9,69.9,83.4,98.7,104.8,87.8,76.7,119.1,261.1,162.4,113.3,125.0,62.0,31.2
CC27,WEEKDAY,0.2,9.3,30.3,36.9,58.6,45.5,52.0,107.6,184.0,113.3,117.7,144.9,258.6,956.8,1646.4,832.9,362.2,202.5,96.0,27.5,1.4,2.7,177.2,713.4,2016.9,1138.7,276.0,134.6,126.1,201.3,139.5,85.7,83.6,96.8,119.9,86.5,34.6,26.6,17.6,8.9
CC27,WEEKENDS/HOLIDAY,0.2,9.3,22.3,22.9,28.2,27.1,42.4,51.4,68.8,71.9,61.6,86.4,101.0,113.1,106.4,97.0,74.1,85.3,47.9,16.6,1.0,0.7,33.4,125.1,147.6,129.2,99.2,71.0,70.0,71.6,70.9,67.3,65.4,79.2,69.4,57.0,32.3,25.4,13.0,4.9
CC28,WEEKDAY,0.3,69.0,294.7,426.8,427.9,236.3,143.1,134.5,139.2,122.8,107.1,113.6,128.5,215.7,312.5,171.6,79.0,60.9,38.7,15.1,4.0,3.0,65.3,168.6,342.7,317.3,110.3,77.4,85.6,102.8,112.9,125.6,165.9,244.5,418.0,325.8,214.1,185.6,138.2,77.0
CC28,WEEKENDS/HOLIDAY,0.1,20.2,89.3,99.1,126.6,150.9,166.7,155.2,165.7,156.1,144.6,144.7,137.1,149.4,160.9,123.4,75.3,58.4,39.9,16.9,3.3,0.8,27.7,55.7,82.7,85.4,88.6,90.1,105.3,132.1,134.0,123.4,139.3,146.0,146.8,150.3,151.6,174.7,127.7,71.7
CC3,WEEKDAY,1.8,3.6,9.7,25.5,62.9,40.2,48.6,86.6,145.3,193.5,196.6,225.3,293.7,469.1,699.4,500.7,442.2,484.4,338.3,140.7,1.0,1.9,142.2,293.3,660.9,550.2,363.4,275.0,281.7,219.3,181.9,181.4,150.5,188.1,301.5,208.0,89.6,54.1,33.0,13.4
CC3,WEEKENDS/HOLIDAY,2.2,2.4,13.7,21.4,39.7,28.7,61.0,91.3,148.3,173.4,231.4,309.1,333.7,329.4,332.1,340.6,370.2,439.8,354.7,130.1,1.0,0.7,104.8,140.7,175.7,302.6,367.0,287.6,308.2,267.3,263.8,239.7,240.2,229.9,252.6,190.2,103.0,57.4,40.6,12.8
CC4-DT15,WEEKDAY,6.5,23.0,51.6,92.0,192.2,135.0,156.7,300.9,468.0,599.9,490.9,530.4,669.9,1357.2,2515.9,1406.2,1000.0,1080.5,663.7,216.7,5.9,9.6,380.0,777.2,2544.0,1886.6,821.8,646.4,818.2,707.4,534.2,426.0,403.5,529.1,861.0,540.7,220.9,106.4,75.7,27.7
CC4-DT15,WEEKENDS/HOLIDAY,5.9,14.0,67.0,47.3,51.2,67.2,153.4,171.1,224.3,317.6,430.6,533.4,563.4,600.8,620.8,557.7,646.9,885.0,624.7,211.8,7.4,0.9,166.3,206.2,288.8,493.3,624.0,601.3,611.9,618.1,593.3,550.0,512.6,528.9,513.6,389.8,224.0,108.9,86.6,36.1
CC5,WEEKDAY,1.3,14.5,62.7,86.9,135.1,107.0,79.0,102.5,171.8,160.9,134.9,137.8,164.1,458.5,685.7,395.9,225.2,188.7,144.1,51.5,2.0,1.5,68.0,213.7,747.9,450.5,182.8,143.2,167.6,192.8,146.5,135.0,123.3,162.2,278.1,218.0,134.2,102.2,80.0,46.6
CC5,WEEKENDS/HOLIDAY,1.0,4.3,28.0,37.6,40.8,66.1,85.0,106.7,143.4,174.6,178.7,200.6,235.7,220.8,226.9,225.1,172.0,158.6,130.8,54.1,2.3,0.1,39.8,67.3,109.6,115.3,137.7,190.8,207.6,237.0,210.8,183.3,193.3,176.0,183.9,168.9,127.6,100.1,79.0,47.8
CC6,WEEKDAY,3.3,4.1,53.9,152.3,279.0,191.9,149.6,189.8,309.1,345.1,284.4,322.7,341.0,447.8,644.5,461.2,504.0,577.9,486.6,150.2,2.1,2.8,149.4,296.3,458.1,408.5,307.5,301.7,429.0,371.7,399.7,376.5,374.0,441.4,851.0,567.3,227.9,107.9,61.5,24.1
CC6,WEEKENDS/HOLIDAY,2.6,1.3,21.7,44.4,109.3,195.7,294.4,316.6,333.2,364.2,371.7,430.7,478.3,491.9,484.0,432.2,445.6,474.2,412.1,156.4,3.4,1.4,143.2,330.9,304.0,370.9,393.6,389.9,386.0,462.6,457.2,439.4,453.2,447.6,409.6,327.8,191.7,102.9,59.7,22.7
CC7,WEEKDAY,2.1,63.4,349.8,517.3,582.1,293.5,202.1,206.5,358.3,266.9,328.5,323.8,455.5,577.7,663.9,381.5,191.0,166.6,172.5,59.1,21.2,10.2,143.9,694.8,631.0,311.0,174.1,163.8,231.0,317.1,324.6,297.5,297.4,393.0,694.9,545.1,352.1,288.7,213.6,116.0
CC7,WEEKENDS/HOLIDAY,1.8,25.4,110.6,164.4,192.3,233.4,253.8,263.6,277.7,261.0,242.0,238.4,242.7,290.3,260.2,222.9,170.2,127.7,119.7,69.8,21.3,3.2,74.7,149.2,193.3,185.6,185.9,212.6,219.0,256.2,273.0,287.6,297.4,306.8,329.0,298.9,276.2,271.8,191.6,108.4
