,,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME
BP8,WEEKENDS/HOLIDAY,0.0,31.1,43.5,42.2,59.1,66.1,61.0,66.9,81.5,80.4,68.1,77.1,66.5,79.6,72.8,63.2,60.5,51.4,44.5,13.4,0.0,11.1,29.2,53.4,61.6,72.0,55.4,54.1,61.1,70.4,58.4,62.1,57.5,72.9,79.2,63.1,56.0,61.6,57.2,28.1
BP9,WEEKDAY,0.0,82.9,212.8,263.9,159.4,135.1,145.3,133.5,156.9,133.8,150.2,105.7,90.6,106.6,100.2,75.0,51.3,23.7,17.1,3.5,0.0,35.7,115.1,301.5,154.5,94.9,65.9,65.3,67.3,92.3,83.9,96.0,114.9,156.5,187.5,163.4,100.4,79.4,58.7,27.7
BP9,WEEKENDS/HOLIDAY,0.0,29.5,59.1,93.0,116.8,155.2,166.9,168.0,142.1,121.6,104.8,91.8,83.1,87.6,83.8,64.5,53.8,27.2,20.1,4.5,0.0,11.9,20.6,43.1,63.2,83.1,86.4,87.9,80.6,85.9,74.0,81.9,81.8,87.8,88.5,82.8,74.8,61.8,63.4,31.6
CC10/DT26,WEEKDAY,3.4,131.2,648.5,933.3,792.0,561.9,442.1,446.7,472.3,434.3,389.0,415.9,519.3,1151.0,1762.8,775.0,358.2,242.5,160.6,66.2,32.1,20.0,260.8,781.7,1686.9,918.2,400.9,283.8,333.0,439.5,433.4,430.8,440.9,611.6,780.1,634.5,513.9,494.6,427.0,229.2
CC10/DT26,WEEKENDS/HOLIDAY,4.2,50.9,268.9,367.1,425.2,500.5,493.8,548.2,587.8,572.9,495.4,470.9,520.6,609.0,557.4,389.6,265.0,176.2,126.0,66.9,31.6,6.5,123.4,246.9,480.2,376.5,303.4,325.2,388.1,436.1,414.6,411.9,434.0,451.1,431.0,433.9,486.4,494.6,471.5,246.8
CC11,WEEKDAY,4.0,29.1,152.9,214.1,222.8,168.4,190.0,282.3,400.0,372.0,465.0,524.3,776.2,1762.4,2393.1,1220.8,627.8,376.0,270.3,87.8,14.6,40.7,692.2,1674.1,2662.5,1436.1,578.3,355.5,377.4,424.9,392.5,275.4,261.1,297.4,396.1,325.0,159.0,131.0,146.1,51.5
CC11,WEEKENDS/HOLIDAY,2.8,11.8,105.9,119.2,136.1,117.8,156.4,234.2,330.4,398.0,370.0,357.9,444.0,473.4,404.0,324.2,278.2,193.1,133.8,52.4,15.5,11.1,280.9,426.0,460.6,396.9,324.1,286.4,307.9,299.4,288.6,220.0,210.4,223.2,237.8,219.6,143.2,115.1,122.8,62.5
CC12,WEEKDAY,1.5,19.8,169.1,357.6,292.8,197.9,191.7,225.5,186.8,486.7,430.5,299.4,280.5,288.0,244.6,129.8,87.4,48.4,31.4,16.9,17.0,4.9,294.9,704.2,176.8,96.7,72.0,80.0,113.0,170.4,161.6,166.8,156.7,197.8,258.8,238.0,173.8,155.8,115.5,53.0
CC12,WEEKENDS/HOLIDAY,1.8,11.6,46.9,81.6,120.0,169.6,170.4,187.2,196.0,150.4,142.9,154.5,140.6,159.9,159.6,109.1,63.2,46.8,30.1,16.6,19.6,0.5,26.5,58.4,82.2,72.2,71.6,82.6,106.1,137.4,130.8,145.0,137.1,144.5,165.0,171.4,138.6,153.5,113.6,53.5
CC14,WEEKDAY,1.6,39.3,235.7,480.5,446.8,300.1,302.4,356.0,309.0,269.5,217.0,476.0,386.5,409.1,384.4,207.1,86.5,67.9,55.5,15.0,13.7,9.6,147.1,602.4,570.5,229.0,122.9,123.2,180.5,287.9,282.4,277.1,257.6,307.0,393.5,323.2,205.3,188.9,156.4,87.6
CC14,WEEKENDS/HOLIDAY,1.4,13.0,64.8,115.0,185.8,235.8,260.1,271.2,255.0,206.8,178.8,160.5,173.0,196.8,228.0,126.9,69.5,43.6,41.8,19.9,15.8,3.0,23.4,71.6,78.0,99.0,103.1,112.9,161.1,194.4,202.9,202.5,198.5,221.4,243.5,223.6,192.4,186.4,157.0,88.1
CC16,WEEKDAY,1.7,70.5,325.9,563.1,494.0,304.0,374.1,391.3,320.7,356.3,294.9,402.7,382.7,622.5,843.5,355.2,179.0,144.9,106.9,38.6,13.1,16.9,177.8,866.3,918.4,450.0,229.6,173.8,275.1,293.4,271.6,277.0,283.5,367.5,548.3,425.8,267.2,241.0,215.4,108.7
CC16,WEEKENDS/HOLIDAY,1.6,29.8,96.5,149.0,191.4,250.2,275.9,301.0,317.5,294.8,241.1,251.5,260.8,278.0,286.0,217.0,129.8,131.4,101.5,37.9,17.1,4.4,71.5,220.0,332.5,261.1,225.5,208.4,217.8,244.9,248.6,241.5,229.9,258.2,261.4,241.5,217.1,217.4,217.4,113.8
CC17,WEEKDAY,1.1,53.8,243.6,366.2,291.8,170.5,131.4,108.5,108.1,164.0,107.2,172.1,127.1,169.8,223.5,93.1,46.1,39.5,20.7,7.2,13.4,5.4,83.6,314.9,260.0,119.6,72.7,65.6,79.2,106.6,102.2,113.1,138.2,196.8,309.5,199.8,121.3,107.0,83.3,41.7
CC17,WEEKENDS/HOLIDAY,0.4,19.8,85.9,88.2,87.8,116.4,119.0,109.6,109.2,96.2,79.5,81.4,81.8,95.4,102.1,70.0,38.5,35.4,21.5,8.0,11.0,3.4,30.2,110.6,137.1,114.5,81.6,81.4,90.4,80.6,85.5,86.1,97.6,85.8,89.1,86.5,92.2,83.5,77.8,39.4
CC19/DT9,WEEKDAY,3.7,20.3,105.9,241.5,197.8,173.9,172.5,225.0,219.0,213.3,227.6,241.7,261.2,333.1,384.1,270.7,151.0,127.5,113.6,46.2,11.2,23.2,190.8,431.9,400.5,325.5,230.5,197.5,192.8,221.5,235.8,248.6,258.5,237.0,298.2,198.0,127.5,99.3,76.1,40.1
CC19/DT9,WEEKENDS/HOLIDAY,5.1,9.4,34.8,74.9,129.9,207.8,277.5,327.5,338.2,322.4,320.4,385.9,412.1,398.6,353.5,317.6,150.0,119.2,106.5,48.9,12.8,8.0,107.0,254.6,331.2,388.1,421.0,386.6,390.9,350.6,357.6,351.9,374.1,312.1,256.6,173.0,123.4,97.4,78.1,34.6
CC2,WEEKDAY,0.6,1.6,25.0,22.3,28.4,28.6,43.2,72.9,102.1,97.6,96.1,139.5,145.8,268.7,306.8,204.0,128.3,111.5,150.8,47.8,1.0,2.0,68.0,148.7,321.6,247.7,175.3,187.9,149.6,168.0,148.5,117.9,86.1,82.0,122.5,82.7,40.1,27.1,15.9,9.3
CC2,WEEKENDS/HOLIDAY,0.1,0.5,17.6,15.6,21.0,33.1,51.6,66.8,110.9,98.8,109.1,123.0,137.6,186.0,153.6,110.6,74.9,76.5,79.5,36.5,1.4,0.2,33.8,62.0,128.6,118.4,135.9,123.4,155.9,148.0,133.1,115.4,107.2,80.6,70.1,52.8,44.6,29.4,19.4,13.1
CC20,WEEKDAY,0.9,19.5,181.4,343.8,244.5,171.0,149.7,174.1,178.9,278.1,314.0,153.7,214.1,281.2,301.9,171.5,102.5,72.7,43.1,17.2,6.2,9.6,178.5,456.6,306.2,153.8,114.2,121.1,146.4,173.5,174.5,234.6,238.4,239.0,291.3,226.5,140.3,122.9,96.4,44.3
CC20,WEEKENDS/HOLIDAY,0.5,8.4,52.1,84.0,128.5,168.8,197.2,204.5,201.9,176.9,153.4,145.5,156.9,188.9,161.1,127.8,91.4,64.4,39.5,19.1,7.9,3.9,48.9,94.9,136.6,121.0,142.5,140.9,156.9,165.2,151.8,159.8,160.0,182.4,180.8,168.0,133.1,127.0,98.5,40.2
CC21,WEEKDAY,2.7,43.2,173.7,368.6,276.3,208.1,182.8,218.1,257.8,320.4,331.2,399.2,350.8,393.8,417.7,363.4,335.0,348.8,332.2,94.6,8.2,5.6,106.4,316.7,365.9,364.5,304.9,309.0,351.7,322.2,322.2,383.9,393.4,441.3,658.3,508.4,257.1,185.5,134.5,73.8
CC21,WEEKENDS/HOLIDAY,3.5,13.9,66.2,99.0,141.4,200.2,245.2,270.4,336.9,354.8,366.1,356.2,359.0,368.6,376.8,366.5,310.1,331.1,366.6,99.1,8.8,1.5,55.8,135.6,209.0,361.5,357.1,369.2,383.6,387.4,344.5,345.6,337.2,381.8,444.5,368.9,247.9,188.2,132.2,71.6
CC22/EW21,WEEKDAY,5.8,99.8,445.4,729.9,619.2,444.7,430.4,559.8,708.1,798.5,861.9,1003.3,1093.7,1671.8,1880.8,1057.4,753.0,689.5,541.0,152.2,18.9,56.9,610.7,1416.6,1819.0,1118.1,610.7,565.8,613.7,647.5,571.1,561.2,589.5,804.8,1153.0,812.2,450.4,345.8,267.0,133.0
CC22/EW21,WEEKENDS/HOLIDAY,6.6,34.5,184.9,223.2,309.9,369.4,420.6,496.1,595.5,594.1,631.2,586.5,608.8,638.5,607.6,540.0,517.8,468.1,419.5,135.2,19.5,13.2,189.4,335.0,415.1,485.1,459.0,501.6,570.2,567.6,514.8,525.5,517.9,635.1,650.5,559.2,375.6,320.1,277.9,146.0
CC23,WEEKDAY,1.0,2.7,51.2,105.4,107.1,76.0,97.9,166.1,271.4,322.2,319.7,519.3,542.5,963.3,1183.8,709.8,421.9,221.7,162.4,42.6,3.2,30.6,506.6,988.4,1186.8,888.3,405.8,239.4,308.4,347.5,241.3,158.5,121.3,138.1,194.8,161.3,65.2,26.0,15.9,7.9
CC23,WEEKENDS/HOLIDAY,1.2,2.2,39.1,46.6,64.9,39.1,62.9,85.6,143.1,119.1,142.2,135.6,123.4,189.8,157.5,151.9,146.8,91.6,74.8,23.5,4.1,2.0,117.8,212.4,172.9,158.8,123.1,118.1,141.5,128.9,109.1,96.2,64.1,74.6,104.6,112.0,52.6,26.6,16.5,7.6
CC24,WEEKDAY,2.0,3.2,31.6,160.3,209.7,223.1,375.8,549.0,717.7,550.0,529.0,767.3,1141.3,2264.3,2179.4,1162.0,705.8,529.0,235.4,62.8,4.0,22.3,816.9,1791.0,2524.5,1572.6,828.7,643.0,672.4,769.2,638.7,408.7,240.7,232.4,328.9,224.5,120.7,78.0,56.8,22.3
CC24,WEEKENDS/HOLIDAY,1.5,2.8,15.9,140.1,143.4,92.0,126.0,180.5,255.1,235.2,274.0,294.0,296.1,306.8,250.0,283.9,309.6,259.0,98.1,30.8,4.9,3.2,340.4,329.6,350.6,227.0,169.0,222.9,329.9,195.6,173.8,167.6,143.0,145.5,206.4,188.9,138.6,98.2,65.5,28.0
CC25,WEEKDAY,1.6,44.1,181.1,342.2,316.0,200.4,151.2,178.0,175.5,161.1,164.5,236.0,269.3,566.6,637.3,408.3,248.0,97.2,86.5,53.5,6.5,14.1,397.6,635.5,589.0,270.1,110.5,110.6,112.7,146.0,201.9,157.5,158.9,199.0,318.8,273.5,176.8,161.3,118.0,63.1
CC25,WEEKENDS/HOLIDAY,1.5,39.0,85.0,189.8,177.1,157.1,185.2,224.8,251.8,207.2,208.0,253.0,218.2,247.4,217.6,264.0,188.2,70.0,75.2,51.0,5.5,6.4,242.6,276.8,158.5,111.2,127.5,140.6,144.6,164.1,203.4,164.2,154.5,175.1,225.6,219.6,164.2,167.2,126.9,63.1
CC26,WEEKDAY,0.4,9.0,59.0,248.7,152.0,80.8,79.0,77.9,96.3,84.0,85.3,116.8,179.2,562.9,564.7,494.7,186.1,85.9,84.0,31.9,2.9,11.5,549.1,686.3,563.3,281.3,91.7,72.8,91.4,114.6,98.7,85.1,93.5,128.5,275.1,152.1,92.1,80.2,32.9,19.6
CC26,WEEKENDS/HOLIDAY,0.1,4.2,28.8,196.4,133.2,74.9,83.8,80.6,106.4,88.5,84.1,102.4,86.2,129.9,129.6,321.4,131.1,65.0,65.1,31.9,4.9,2.5,268.9,243.0,126.0,80.8,60.8,60.5,78.0,90.5,88.8,77.8,70.8,125.0,256.0,147.4,103.6,86.6,39.9,20.0
CC27,WEEKDAY,0.1,9.3,18.2,21.4,38.1,30.3,31.4,57.0,75.2,65.7,69.4,93.3,143.1,332.0,497.2,288.5,147.3,94.4,46.4,14.3,1.2,2.4,85.3,273.8,657.5,390.9,143.6,78.4,72.7,94.1,73.1,59.6,54.6,57.8,69.9,56.4,26.9,14.4,13.0,4.8
CC27,WEEKENDS/HOLIDAY,0.1,8.8,16.4,22.1,32.1,29.2,49.8,57.4,75.8,78.4,69.0,86.9,88.6,99.4,91.8,83.1,75.1,70.6,32.8,10.5,1.1,0.1,27.4,101.4,128.1,122.1,117.5,94.1,100.4,77.4,71.4,87.8,84.1,72.2,59.8,55.4,33.0,13.9,10.9,5.0
CC28,WEEKDAY,0.3,60.5,262.4,304.9,241.2,169.3,126.0,128.5,129.5,119.5,108.4,105.4,117.1,167.4,222.8,133.0,70.1,55.0,36.1,11.1,2.0,2.0,61.8,133.0,181.0,148.0,83.7,68.0,87.2,107.8,116.0,130.3,169.3,194.9,279.1,231.6,176.7,155.9,121.6,69.3
CC28,WEEKENDS/HOLIDAY,0.1,21.6,95.8,106.6,113.6,148.1,165.6,186.1,163.8,150.1,144.5,140.1,132.9,141.8,148.8,117.9,72.1,59.8,39.2,13.1,3.2,1.0,33.6,61.9,80.1,83.5,83.5,93.6,127.2,142.4,140.2,140.0,138.6,137.2,143.8,161.9,177.0,164.5,130.5,73.4
CC3,WEEKDAY,0.9,2.0,8.6,29.3,44.8,25.4,34.0,58.7,90.7,130.4,154.8,189.2,235.1,298.1,359.8,311.3,335.3,378.2,341.0,101.0,0.6,2.0,134.9,208.3,281.0,286.5,312.6,207.6,187.5,167.3,134.7,141.3,124.0,146.4,201.9,157.2,60.0,28.5,15.7,6.0
CC3,WEEKENDS/HOLIDAY,0.9,1.8,9.0,18.2,40.0,27.8,43.8,78.6,125.1,172.5,225.9,293.1,334.0,343.8,319.0,363.6,410.5,476.0,447.2,129.1,0.8,0.5,87.0,119.6,156.1,259.8,335.9,297.0,304.6,271.5,216.1,238.1,224.0,237.8,244.9,182.1,77.1,39.1,23.1,8.9
CC4/DT15,WEEKDAY,3.5,3.4,12.6,58.3,106.7,215.4,253.7,280.9,298.6,403.2,460.2,496.0,550.5,813.8,1147.7,814.8,631.9,745.1,567.6,174.1,2.2,9.2,251.8,635.5,1209.7,1070.5,724.6,530.3,585.3,559.7,459.4,367.2,334.5,428.8,546.1,392.2,129.0,57.7,32.3,13.4
CC4/DT15,WEEKENDS/HOLIDAY,5.8,2.1,8.6,24.6,45.1,160.9,219.4,238.8,237.8,381.5,521.5,598.9,638.6,593.5,576.8,624.8,672.9,876.0,718.2,209.6,2.0,0.6,115.0,305.5,342.4,552.6,700.1,633.6,715.1,716.2,612.5,575.0,538.6,603.0,582.4,414.8,200.2,89.0,43.2,17.6
CC5,WEEKDAY,1.0,3.5,44.7,69.0,74.0,54.2,60.1,66.4,102.0,114.2,105.9,112.2,133.8,287.7,382.8,222.5,150.1,132.5,124.1,56.3,2.4,0.8,46.4,148.0,360.0,240.2,154.8,120.9,122.9,128.0,127.8,110.7,106.0,122.3,198.1,152.8,85.8,57.7,49.4,30.1
CC5,WEEKENDS/HOLIDAY,0.4,0.8,25.9,38.9,41.5,50.5,69.2,80.9,122.5,144.8,153.5,173.9,204.4,201.1,174.4,168.9,139.4,140.1,147.1,60.8,2.1,0.0,23.9,43.5,63.4,84.0,142.8,173.9,215.2,204.1,184.6,167.8,159.6,183.4,196.6,164.1,93.6,70.8,55.5,33.9
CC6,WEEKDAY,2.6,5.0,33.2,86.6,121.8,97.7,106.9,134.2,175.2,219.6,222.4,249.7,312.4,329.0,383.2,303.6,338.9,350.6,318.7,112.9,2.9,0.8,109.4,212.4,271.1,232.9,231.0,264.9,282.8,295.0,310.5,265.9,284.8,300.2,418.2,283.0,127.5,72.5,45.0,17.5
CC6,WEEKENDS/HOLIDAY,3.1,2.4,17.1,37.6,98.9,174.2,232.9,242.0,283.6,281.9,335.9,390.9,472.2,473.0,458.1,393.0,400.2,421.4,369.4,129.2,3.0,0.5,117.5,232.6,238.0,295.8,338.1,365.9,399.8,409.0,423.1,404.1,409.4,410.1,380.2,312.2,148.4,92.0,55.9,21.0
CC7,WEEKDAY,1.5,57.2,261.5,350.9,323.2,219.0,176.6,212.6,249.7,276.6,352.5,281.3,317.1,416.1,422.0,226.6,131.4,115.1,112.5,47.1,16.7,10.5,110.9,479.5,495.8,221.7,148.6,153.6,182.4,263.4,251.1,244.3,267.4,316.5,442.6,351.5,232.4,214.1,170.1,93.4
CC7,WEEKENDS/HOLIDAY,1.6,22.8,86.2,139.5,167.2,229.6,233.4,231.4,248.2,223.9,222.1,207.0,208.2,282.6,263.4,199.0,136.8,111.5,107.8,48.2,15.9,4.2,67.2,133.4,165.0,157.6,163.8,166.2,194.4,241.2,265.5,278.5,275.4,305.6,301.1,274.2,246.0,228.2,172.4,101.1
CC8,WEEKDAY,4.6,53.2,251.8,391.5,411.9,256.1,288.4,262.5,286.6,456.0,561.4,544.2,324.8,381.1,357.6,239.2,177.2,128.9,105.1,50.1,18.0,7.8,311.7,689.2,306.5,196.8,181.0,175.2,186.5,211.8,233.4,226.8,232.0,321.5,423.4,346.5,234.9,223.9,193.8,92.8
