,,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME
BP8,WEEKENDS/HOLIDAY,0.0,33.5,41.1,39.8,60.7,67.5,72.5,79.5,79.6,84.5,82.5,80.7,70.8,81.1,80.5,65.4,62.6,57.9,48.9,14.4,0.0,8.0,27.4,47.9,50.2,56.7,49.5,46.5,59.6,64.3,48.7,50.8,52.2,63.6,63.5,48.4,52.5,57.9,52.7,21.7
BP9,WEEKDAY,0.0,75.9,210.6,278.6,150.5,131.1,120.4,107.7,126.8,128.4,205.7,135.0,100.6,102.1,90.4,66.9,46.7,23.9,13.9,3.4,0.0,35.8,132.2,363.1,157.5,85.1,59.7,58.6,68.8,92.0,87.4,101.4,109.6,144.8,177.2,147.3,90.4,69.3,52.7,24.5
BP9,WEEKENDS/HOLIDAY,0.0,33.2,66.3,86.5,117.4,156.3,178.0,165.5,155.1,131.6,102.4,90.8,77.9,89.6,85.7,68.1,50.5,28.7,19.1,3.9,0.0,12.8,14.4,35.8,60.4,73.9,71.7,71.8,70.9,65.4,68.3,71.2,67.6,69.5,67.8,66.9,64.0,61.3,52.6,26.1
CC10/DT26,WEEKDAY,2.9,123.0,670.7,914.8,728.9,517.8,392.0,378.8,415.4,390.3,355.5,390.1,487.8,1069.8,1551.3,706.7,337.1,203.7,142.8,61.6,27.1,17.9,248.3,716.5,1504.1,837.4,367.9,257.7,304.6,413.2,417.3,424.9,423.0,569.1,721.4,572.8,470.5,445.2,393.2,196.6
CC10/DT26,WEEKENDS/HOLIDAY,4.1,52.9,278.2,370.0,426.2,502.7,531.9,554.7,570.9,593.0,499.3,477.6,514.0,610.5,538.7,405.3,257.4,193.2,135.7,66.6,31.6,4.6,100.4,194.5,371.5,297.5,261.0,263.8,321.2,361.2,352.1,352.2,356.3,376.5,379.7,371.7,411.4,429.8,398.8,219.7
CC11,WEEKDAY,3.0,26.9,148.1,200.4,208.0,156.0,172.5,258.0,350.7,334.5,390.3,506.8,702.5,1580.0,2070.7,1096.3,606.3,336.6,257.7,80.0,12.3,36.6,688.8,1489.9,2353.8,1269.3,538.2,321.2,330.1,373.1,365.7,267.6,252.7,266.4,360.1,284.0,144.8,109.1,122.8,45.1
CC11,WEEKENDS/HOLIDAY,3.6,9.5,123.9,123.9,144.4,119.7,164.3,234.6,335.1,380.4,377.7,386.3,435.4,505.9,403.2,343.0,296.8,228.5,151.6,54.4,11.8,8.2,297.2,387.2,373.0,325.6,262.3,243.6,252.0,256.3,235.8,179.3,160.1,173.5,187.2,175.1,120.6,106.9,106.3,49.8
CC12,WEEKDAY,1.2,19.8,182.9,362.5,269.3,158.0,121.8,208.4,159.4,684.6,525.0,346.2,309.3,306.0,237.5,120.5,61.4,39.8,27.7,13.1,17.0,5.8,342.0,851.9,155.8,101.7,61.8,74.0,110.6,171.7,176.1,178.9,153.7,184.2,237.9,210.3,157.0,139.1,97.1,51.8
CC12,WEEKENDS/HOLIDAY,2.1,11.8,43.2,80.3,122.5,162.4,172.4,187.5,192.5,153.3,156.9,150.3,139.8,149.8,144.3,107.1,71.1,56.5,36.1,16.3,16.9,0.4,20.0,45.3,61.7,49.9,65.9,75.2,88.8,112.8,117.6,109.6,113.7,128.3,129.8,139.2,125.6,138.5,99.9,50.0
CC14,WEEKDAY,1.8,34.6,254.0,468.0,398.1,250.6,224.0,227.7,251.5,283.5,242.3,506.8,384.4,424.1,386.9,214.6,122.2,92.9,70.3,14.0,10.9,9.4,158.8,611.1,750.1,178.2,86.2,97.4,144.0,224.9,279.2,274.3,257.2,298.6,366.6,287.3,190.8,175.5,139.7,74.2
CC14,WEEKENDS/HOLIDAY,1.0,11.4,69.2,122.9,181.2,233.1,262.6,317.2,288.0,226.4,179.1,173.8,181.4,226.4,237.6,128.6,66.4,55.3,45.2,23.5,12.4,2.8,23.2,60.3,102.7,90.8,89.5,108.0,151.0,174.3,172.4,181.6,160.6,183.5,206.8,184.4,173.4,164.0,137.7,73.0
CC16,WEEKDAY,1.8,63.9,347.0,534.8,446.8,263.3,200.1,232.8,422.0,456.7,523.9,551.7,517.3,641.2,803.9,354.3,173.6,128.9,97.8,34.3,12.1,18.1,199.0,960.6,1324.3,389.5,197.4,146.0,167.3,233.6,277.9,299.2,280.3,342.0,507.3,387.8,248.9,218.2,186.2,95.7
CC16,WEEKENDS/HOLIDAY,2.3,30.8,105.1,153.7,185.8,245.8,289.1,329.1,337.9,299.2,242.4,252.5,260.1,274.5,297.3,216.7,147.9,136.5,115.1,44.5,15.0,4.5,66.5,183.1,281.0,235.6,187.1,163.7,179.6,209.4,208.9,203.1,204.4,218.9,228.4,205.2,182.7,183.9,190.3,98.7
CC17,WEEKDAY,1.7,49.4,240.9,374.9,265.5,152.5,112.4,96.8,91.3,176.4,115.3,229.1,105.7,163.7,196.0,82.6,45.5,33.1,21.4,6.2,10.4,5.3,96.0,334.3,256.0,101.8,58.4,56.4,65.2,104.1,104.6,122.6,133.1,182.9,285.6,183.2,112.8,98.2,75.1,38.1
CC17,WEEKENDS/HOLIDAY,0.5,21.0,86.2,94.4,92.4,117.9,136.7,128.3,113.5,103.9,83.8,80.0,83.3,111.2,104.6,77.6,46.2,38.7,26.9,9.7,12.1,2.3,30.7,109.9,139.5,107.3,78.9,72.8,68.9,67.4,76.9,82.1,85.1,75.8,70.3,67.3,81.5,77.0,76.4,33.5
CC19/DT9,WEEKDAY,3.6,17.7,107.0,221.4,174.4,141.0,138.7,175.7,182.6,180.7,218.7,245.3,249.9,292.9,344.8,243.8,143.0,114.3,107.5,42.6,9.7,21.7,208.8,466.2,337.7,268.6,176.7,160.4,162.6,192.3,218.4,228.4,231.1,220.1,271.1,174.0,112.0,83.2,70.7,34.4
CC19/DT9,WEEKENDS/HOLIDAY,4.4,10.5,38.0,65.3,119.8,207.8,278.9,373.8,373.1,335.5,346.9,386.4,396.1,444.5,415.0,415.3,201.2,139.0,116.7,62.4,11.1,6.0,102.8,232.5,321.2,381.6,379.7,350.4,326.1,303.9,306.6,309.6,334.1,299.3,241.4,148.7,101.5,81.7,59.6,34.9
CC2,WEEKDAY,0.3,3.1,27.8,23.5,30.6,29.4,39.1,64.1,81.5,77.0,85.2,118.3,123.6,198.2,236.1,148.2,96.2,86.4,85.0,33.5,1.1,1.7,58.1,129.1,252.4,181.0,121.6,126.8,92.9,105.4,105.5,88.3,77.1,71.3,116.5,71.4,36.9,24.2,18.8,8.3
CC2,WEEKENDS/HOLIDAY,0.2,2.0,23.0,21.5,23.6,38.1,49.4,75.8,105.9,88.3,103.4,118.5,125.9,149.4,127.8,93.6,68.1,54.8,60.3,30.7,1.0,0.2,21.7,51.0,83.6,81.2,88.6,94.9,96.6,99.6,105.1,88.0,79.7,69.3,59.2,47.2,35.1,26.1,20.2,11.4
CC20,WEEKDAY,0.7,23.0,182.3,327.2,211.3,150.7,137.3,168.0,161.0,277.1,366.6,181.3,207.2,286.5,260.1,162.0,98.7,65.4,36.3,17.5,6.9,9.6,207.9,521.0,270.2,140.0,107.8,111.0,132.1,162.1,183.9,233.8,208.0,213.8,262.5,203.9,128.8,106.8,87.2,39.4
CC20,WEEKENDS/HOLIDAY,0.9,9.5,46.6,85.1,132.6,176.6,211.0,209.8,195.2,182.2,155.1,146.5,166.2,180.9,167.1,125.8,105.3,66.5,46.1,21.9,7.1,3.6,38.7,85.4,103.5,104.7,114.6,122.2,126.6,136.9,140.9,132.3,136.9,143.3,153.7,131.9,110.6,107.6,88.2,40.8
CC21,WEEKDAY,2.1,38.5,184.3,329.2,242.9,180.9,158.7,205.5,231.1,292.0,312.2,422.3,343.3,369.2,395.3,341.3,326.7,322.8,324.7,99.0,9.3,4.3,98.3,317.7,350.5,327.4,275.9,263.4,314.9,308.0,324.3,358.3,375.5,404.5,610.7,486.8,266.2,181.8,123.8,73.6
CC21,WEEKENDS/HOLIDAY,3.0,15.4,71.8,100.1,151.9,204.2,267.7,290.9,365.1,370.2,412.8,405.4,377.9,389.9,402.6,370.1,366.4,355.0,386.6,118.0,10.1,1.5,48.4,112.9,176.0,309.2,311.4,340.8,337.0,340.0,303.3,286.3,287.8,342.7,385.5,319.9,232.6,172.6,123.1,72.8
CC22/EW21,WEEKDAY,6.5,87.0,452.0,692.1,558.3,378.5,381.9,471.0,609.4,727.9,862.1,1015.3,1140.9,1484.9,1512.2,927.7,659.1,610.7,474.1,127.8,17.5,44.9,603.9,1365.9,1445.4,926.9,486.5,488.0,555.5,592.0,549.7,530.3,566.6,745.7,1061.3,726.2,417.6,301.1,229.9,120.3
CC22/EW21,WEEKENDS/HOLIDAY,7.3,32.6,201.2,232.8,317.2,382.6,460.2,522.5,622.1,641.6,660.7,639.1,649.0,631.5,622.1,575.7,632.4,577.3,486.0,158.8,19.2,8.0,165.6,276.9,341.2,436.8,408.9,466.9,509.1,509.5,457.6,455.8,461.3,520.0,600.4,542.1,395.8,299.9,247.9,124.7
CC23,WEEKDAY,0.5,3.3,45.5,93.1,94.2,66.0,73.2,138.4,221.3,278.4,293.1,371.9,406.9,775.6,931.1,586.3,348.7,193.0,137.3,33.1,2.6,26.7,458.5,838.8,938.5,722.3,331.9,199.6,238.2,272.0,210.0,124.9,113.0,122.5,171.9,146.4,67.5,22.9,13.9,8.0
CC23,WEEKENDS/HOLIDAY,0.7,0.9,30.5,51.0,70.9,40.1,64.3,96.7,140.4,150.6,143.6,131.9,127.8,149.5,153.1,159.0,145.1,84.6,72.2,20.6,3.3,1.7,91.1,173.7,134.4,126.9,105.7,106.0,119.6,124.3,96.1,80.3,60.4,60.6,83.0,91.4,42.8,25.9,13.9,8.7
CC24,WEEKDAY,1.9,2.3,31.8,152.8,201.0,206.8,344.8,503.7,677.3,583.6,509.7,706.8,977.3,1948.1,1824.1,1076.7,674.6,483.2,198.0,53.5,4.4,20.5,790.2,1664.6,2151.8,1338.7,678.6,572.0,586.4,766.2,629.5,388.1,217.7,228.6,295.0,211.0,108.5,70.2,51.8,21.2
CC24,WEEKENDS/HOLIDAY,1.1,2.8,14.4,152.3,151.9,96.5,131.4,177.5,239.6,243.8,275.5,309.6,298.4,310.9,243.4,292.7,327.0,276.5,99.3,25.2,3.4,3.1,302.2,292.7,296.2,173.1,131.5,186.8,273.2,174.4,147.9,142.4,133.4,130.3,169.6,172.1,118.4,83.3,63.0,23.1
CC25,WEEKDAY,1.2,37.2,184.8,321.2,276.2,171.1,131.0,158.1,156.2,148.4,143.0,202.0,224.4,518.3,583.7,390.7,227.1,98.1,83.5,34.0,5.0,14.7,372.0,560.0,529.3,246.7,105.4,105.6,106.0,129.6,177.0,150.3,148.6,185.9,288.9,241.0,163.3,148.0,105.9,58.1
CC25,WEEKENDS/HOLIDAY,0.9,32.8,94.5,186.3,188.9,166.2,189.2,226.6,234.3,214.8,184.3,221.3,202.1,220.9,208.7,283.1,205.3,75.4,79.4,44.7,4.4,4.7,204.1,233.9,131.8,96.4,88.5,107.2,112.5,123.4,153.4,119.1,121.5,135.4,182.8,180.2,132.1,150.0,98.6,57.4
CC26,WEEKDAY,0.2,5.5,58.5,229.3,135.8,71.0,75.1,73.4,94.4,78.4,77.6,108.5,171.2,504.0,498.5,445.3,167.5,67.5,72.1,28.6,2.4,10.7,503.8,630.9,495.0,254.2,79.8,64.0,73.6,102.5,92.8,72.0,71.5,107.6,252.1,133.2,83.0,70.6,32.1,19.0
CC26,WEEKENDS/HOLIDAY,0.0,5.1,33.5,202.1,132.5,71.2,90.3,95.6,92.6,85.9,82.4,91.2,80.0,128.7,107.1,327.3,135.9,70.3,74.2,34.1,3.7,0.8,227.3,214.5,89.8,70.2,48.4,50.1,58.4,70.9,70.8,60.1,60.3,93.7,217.4,126.3,88.9,75.8,39.4,16.3
CC27,WEEKDAY,0.1,8.1,16.8,22.4,30.8,30.1,30.2,51.8,64.2,56.8,58.2,88.3,126.5,299.6,432.3,264.6,137.4,90.7,45.9,11.8,1.2,1.8,80.4,241.3,583.6,358.8,119.5,68.5,63.1,92.0,65.3,53.0,47.4,49.0,64.6,50.7,25.5,15.4,14.5,4.8
CC27,WEEKENDS/HOLIDAY,0.1,8.0,14.4,21.2,35.7,28.6,51.0,63.9,83.5,78.3,74.1,81.5,90.7,94.2,91.0,97.9,73.5,71.0,40.9,11.1,1.0,0.8,25.9,90.4,121.1,118.4,113.0,81.6,74.9,66.1,62.5,65.4,77.1,70.3,50.2,52.4,19.7,13.4,11.0,4.5
CC28,WEEKDAY,0.6,55.5,270.7,299.3,215.5,159.9,111.6,112.5,110.0,107.6,98.2,99.8,103.0,143.2,202.9,125.3,62.7,46.4,29.6,10.4,2.4,3.0,54.9,114.9,164.4,127.2,77.2,61.3,81.1,98.3,115.9,128.4,163.4,184.1,254.4,208.1,165.1,143.0,101.8,63.7
CC28,WEEKENDS/HOLIDAY,0.3,23.3,97.9,105.0,117.0,154.4,158.5,183.5,170.8,160.7,159.5,151.6,136.4,153.8,151.9,120.2,74.9,60.4,40.0,16.1,2.4,1.3,25.8,47.2,64.6,69.6,76.6,88.3,105.1,113.6,110.3,115.5,123.3,123.6,125.9,140.4,142.3,147.3,105.5,61.8
CC3,WEEKDAY,1.0,1.0,5.9,21.2,41.6,28.0,29.9,56.5,79.4,110.7,132.5,159.0,193.3,261.0,302.3,272.5,295.0,340.4,297.1,89.1,0.6,3.2,133.7,186.6,257.6,266.0,274.4,181.6,162.9,139.4,116.6,119.4,97.8,125.1,171.0,143.1,52.3,25.5,15.0,5.1
CC3,WEEKENDS/HOLIDAY,2.1,1.4,6.6,19.1,40.1,23.9,41.9,85.9,128.0,167.2,234.8,307.9,326.7,356.6,342.0,354.7,422.4,503.0,439.4,131.4,0.4,1.0,79.6,108.9,127.0,218.8,294.7,256.1,233.0,233.1,178.5,197.3,182.6,207.2,217.2,171.7,68.0,39.8,16.1,6.0
CC4/DT15,WEEKDAY,3.7,3.3,12.1,49.4,98.5,176.3,200.1,213.2,250.0,320.1,352.4,393.2,470.9,701.1,976.7,686.8,553.5,674.0,511.5,158.0,2.9,6.7,225.7,540.7,1047.5,899.9,617.6,429.3,466.8,455.4,378.0,297.7,288.1,356.9,468.3,350.3,126.4,51.3,29.0,11.9
CC4/DT15,WEEKENDS/HOLIDAY,4.9,2.8,8.4,25.5,49.0,147.6,197.9,185.0,215.8,363.9,478.7,540.3,639.2,602.4,606.9,598.5,692.4,893.5,706.0,209.4,2.6,0.0,98.3,235.2,273.7,429.2,552.9,525.8,582.2,572.8,512.5,510.2,476.6,520.6,473.7,332.5,152.6,65.1,36.2,14.0
CC5,WEEKDAY,1.0,3.6,53.2,71.3,61.0,51.9,51.9,59.5,84.4,94.6,97.8,98.0,115.4,243.0,312.2,188.6,130.0,113.6,109.7,45.1,1.7,0.7,44.8,127.4,284.1,211.5,125.0,104.0,108.3,108.0,117.2,99.3,93.7,111.4,176.9,142.2,82.3,54.5,45.3,25.8
CC5,WEEKENDS/HOLIDAY,2.2,1.9,28.2,35.4,48.5,52.0,72.3,83.8,121.7,145.5,169.9,183.0,202.0,211.2,195.5,176.8,163.1,153.4,140.3,57.3,1.7,0.0,22.6,39.1,57.1,67.8,120.9,166.2,191.9,173.3,156.1,144.0,131.9,169.9,166.5,131.8,95.7,64.6,46.1,28.3
CC6,WEEKDAY,2.4,6.0,37.3,91.4,121.3,99.5,96.4,121.4,143.2,170.8,179.4,223.8,272.1,272.1,332.0,257.8,303.4,318.3,302.9,98.5,2.6,0.6,116.8,224.2,242.2,201.9,195.1,211.4,223.3,253.2,267.9,239.3,263.5,260.5,336.1,253.7,117.2,67.9,39.7,13.7
CC6,WEEKENDS/HOLIDAY,5.3,3.4,21.0,39.6,112.7,163.5,207.8,243.8,277.1,283.5,354.2,396.2,458.3,470.5,459.3,415.9,490.7,474.2,432.9,158.6,2.9,0.2,97.3,201.8,195.4,240.6,281.5,295.8,322.1,352.4,369.8,345.4,345.0,360.8,334.0,283.5,151.7,91.3,47.2,13.4
CC7,WEEKDAY,0.9,57.9,262.0,345.5,296.0,198.4,142.9,184.4,216.6,262.3,443.2,363.1,336.8,414.3,415.1,212.9,115.8,108.6,97.7,45.5,13.3,10.1,114.9,579.9,529.3,195.5,125.6,134.4,164.8,242.2,248.6,240.7,254.8,306.7,402.0,314.0,208.2,193.0,148.5,82.1
CC7,WEEKENDS/HOLIDAY,1.3,25.1,99.7,137.5,161.8,224.2,267.9,252.4,261.6,262.8,238.7,214.4,233.6,283.1,259.3,196.3,158.2,125.1,104.9,55.4,14.2,3.3,55.4,118.7,139.7,143.4,140.6,149.5,188.3,207.4,223.3,237.7,240.1,246.0,244.6,224.5,207.8,203.0,155.5,88.9
CC8,WEEKDAY,5.6,48.5,253.5,400.3,370.8,230.7,195.9,264.0,245.5,499.2,683.6,710.3,320.4,379.5,356.4,219.2,156.9,120.6,97.1,43.6,19.0,9.1,419.2,819.5,253.2,182.4,150.9,154.9,176.4,194.8,229.3,233.7,232.0,302.3,391.3,325.5,219.0,192.6,177.4,88.3
