,,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME
BP8,WEEKDAY,0.0,100.8,297.1,376.7,200.7,116.8,104.6,110.7,120.6,144.2,118.1,136.7,148.7,218.5,289.0,222.9,147.9,141.9,115.6,30.8,0.0,48.7,196.0,318.5,212.0,132.3,96.1,99.2,108.3,139.2,141.1,131.0,140.7,180.5,282.0,238.1,160.2,136.5,102.7,53.1
BP8,WEEKENDS/HOLIDAY,0.0,46.7,72.2,87.9,107.3,123.6,154.3,154.7,171.8,157.0,145.0,134.3,138.1,146.8,156.1,152.9,128.1,139.6,99.6,34.8,0.0,25.1,60.2,101.7,122.6,153.7,132.0,124.2,137.8,149.7,130.9,123.3,143.3,148.3,151.6,144.0,128.6,110.8,102.3,61.2
BP9,WEEKDAY,0.0,94.2,292.7,391.7,263.0,197.9,193.1,190.9,189.3,299.2,214.4,163.7,147.0,168.8,172.7,123.8,84.2,55.9,32.7,7.0,0.0,44.0,121.3,367.3,193.8,162.6,149.5,115.0,150.3,172.8,150.7,146.1,155.9,216.5,309.1,268.0,183.8,140.3,122.6,61.0
BP9,WEEKENDS/HOLIDAY,0.0,41.9,70.1,117.6,196.6,251.4,270.7,301.0,253.7,201.7,171.8,145.3,123.7,141.0,137.0,125.1,89.7,52.8,37.1,13.2,0.0,43.1,49.4,136.6,202.0,213.0,218.4,184.2,177.2,168.1,146.8,137.0,141.2,145.1,158.9,163.1,136.8,108.7,106.2,58.3
CC1-NE6-NS24,WEEKDAY,30.5,23.6,194.2,558.7,1380.6,652.6,628.0,1068.7,1582.3,2360.7,1934.5,2017.7,2263.9,3222.5,4451.9,3341.2,2808.1,3449.8,2449.1,876.4,30.7,22.0,490.3,1723.1,2959.6,2208.3,1675.3,1925.0,2689.6,2116.3,1851.1,1751.1,1792.4,2290.1,4266.1,2677.8,1290.6,770.0,521.3,245.3
CC1-NE6-NS24,WEEKENDS/HOLIDAY,43.9,19.7,150.7,209.2,362.9,507.2,776.1,1215.2,1731.9,2356.7,2483.8,2934.0,3187.7,3299.1,3285.8,2863.4,2470.6,2816.2,2060.6,851.8,85.8,5.0,246.8,592.0,1068.7,1731.0,2016.4,2453.8,2679.4,3070.8,2816.8,2745.6,2571.8,2533.3,2452.1,1866.6,1231.7,839.1,599.0,327.9
CC10,WEEKDAY,6.6,144.5,763.8,1386.5,1533.9,867.3000000000001,607.0999999999999,644.6,817.6,624.7,521.9000000000001,520.8,678.3,1727.0,3459.1000000000004,1350.1,651.8,519.5,303.5,113.69999999999999,65.6,19.7,363.1,1062.0,3267.7000000000003,1722.2,552.5,394.90000000000003,482.5,738.4,578.1,515.8,564.1,810.4,1446.8,1146.8,751.2,722.7,689.2,370.8
CC10,WEEKENDS/HOLIDAY,7.8,56.0,331.6,497.5,628.0,697.0,698.7,717.6,840.6,848.7,699.0,629.3,785.1,899.1,828.5,621.0,388.70000000000005,322.4,223.39999999999998,94.69999999999999,70.8,7.8,157.6,323.7,686.0,575.6,489.4,430.0,561.4,695.6,622.8,586.2,629.6,631.7,677.1,647.2,632.4,663.2,693.3,404.8
CC11,WEEKDAY,4.2,79.3,610.6,754.3,640.3,324.3,297.5,539.8,810.5,629.1,546.1,643.6,904.2,2982.7,5102.6,2352.0,1192.2,682.1,446.4,143.1,41.6,41.6,669.0,2848.8,5451.1,2840.7,929.0,564.1,579.0,778.7,618.1,436.3,407.6,591.0,956.1,993.3,438.0,392.6,410.3,175.4
CC11,WEEKENDS/HOLIDAY,4.9,39.3,384.4,454.4,343.0,243.9,313.1,373.7,591.4,734.7,572.0,570.9,713.6,997.6,868.8,680.2,538.6,359.8,218.3,91.7,44.4,9.9,285.4,789.8,863.2,643.0,540.4,452.7,432.2,483.0,452.4,400.9,424.2,502.4,500.7,645.8,471.6,442.4,390.1,190.8
CC12,WEEKDAY,5.8,26.2,308.3,780.5,897.4,466.6,256.5,317.3,297.0,549.7,457.9,374.4,410.3,427.3,427.6,249.8,146.5,95.9,69.1,23.6,38.7,4.2,359.3,902.7,297.7,159.6,104.6,133.3,152.4,231.0,229.9,235.5,251.3,346.6,613.1,563.7,356.4,311.4,258.6,121.9
CC12,WEEKENDS/HOLIDAY,4.7,14.7,68.2,148.0,226.3,284.7,335.6,327.4,405.8,362.9,244.9,264.4,266.4,296.6,304.6,212.0,123.2,107.7,72.4,41.7,52.8,0.3,37.1,141.2,185.0,154.7,200.6,177.8,188.6,230.2,241.0,240.8,257.7,242.6,276.4,303.9,257.9,258.2,210.4,121.6
CC14,WEEKDAY,2.0,42.9,353.5,931.6,1177.6,637.7,475.4,450.4,453.9,311.5,227.9,517.3,530.4,676.0,692.3,317.2,155.2,124.5,101.7,26.5,28.1,10.3,164.9,867.4,878.4,346.0,152.1,163.4,223.2,423.2,366.6,345.6,384.4,472.0,802.8,715.3,424.8,367.5,308.0,151.6
CC14,WEEKENDS/HOLIDAY,2.2,17.1,91.7,193.4,350.6,419.7,423.3,407.9,420.2,364.4,266.6,249.4,292.6,335.6,306.0,214.7,134.7,91.2,72.8,31.9,45.9,4.0,33.4,97.2,151.8,176.2,185.6,177.2,228.9,313.9,332.7,280.7,311.1,347.9,387.1,371.2,325.3,314.8,255.3,151.8
CC16,WEEKDAY,3.4,84.6,568.3,1234.6,1392.7,689.7,456.4,477.0,502.2,414.6,346.7,453.0,522.3,985.1,1525.4,691.7,288.7,300.6,180.8,59.6,30.4,18.3,267.9,1362.4,1302.3,784.7,323.1,228.9,364.4,452.4,341.0,340.2,395.5,598.0,1191.1,973.0,547.9,479.0,389.8,196.4
CC16,WEEKENDS/HOLIDAY,4.2,39.8,182.0,276.2,360.1,409.1,424.1,461.8,530.6,577.8,454.9,368.3,414.2,484.9,465.9,345.6,218.9,203.3,154.0,59.3,41.4,4.1,103.2,325.9,485.0,473.7,397.9,336.0,307.2,365.9,341.7,343.9,346.2,392.7,430.2,418.7,352.1,347.7,325.9,185.2
CC17,WEEKDAY,1.8,66.3,332.0,738.2,701.8,345.4,152.8,145.7,140.0,174.1,119.4,154.8,154.2,286.7,489.5,206.9,89.6,93.1,44.6,15.3,20.0,5.0,111.3,478.4,499.1,249.9,90.6,79.9,86.1,120.9,123.3,139.5,183.0,332.7,660.5,383.8,224.9,193.2,161.5,73.9
CC17,WEEKENDS/HOLIDAY,2.2,23.1,99.7,140.8,141.1,153.2,146.1,147.6,132.9,135.3,122.7,112.8,132.7,134.4,149.8,100.8,58.8,56.9,33.4,11.3,26.9,1.8,37.1,145.4,139.1,107.4,83.2,89.8,101.7,122.3,115.3,115.4,111.9,126.2,133.9,123.1,130.8,130.2,123.4,63.2
CC19,WEEKDAY,4.8999999999999995,11.799999999999999,148.6,434.9,603.5,361.2,248.9,340.5,377.7,371.7,396.1,428.3,447.6,667.0,875.1,559.7,299.6,278.2,202.89999999999998,74.1,22.700000000000003,18.5,264.7,732.1,879.6,573.8,431.8,446.9,380.5,378.0,386.3,403.8,417.5,484.5,725.1,512.7,247.89999999999998,191.9,145.4,70.6
CC19,WEEKENDS/HOLIDAY,5.8999999999999995,7.0,38.099999999999994,95.5,201.29999999999998,309.5,368.3,520.0,529.0,602.3,585.0,559.2,577.4,627.4,569.3,665.7,355.20000000000005,245.1,178.6,89.3,42.7,7.2,147.9,300.3,463.0,565.8000000000001,622.8000000000001,660.8,584.8,619.8000000000001,571.0,524.4,569.4,655.6999999999999,514.0,325.2,209.79999999999998,193.3,148.1,80.30000000000001
CC2,WEEKDAY,4.6,2.8,19.4,54.0,135.5,131.4,139.9,312.0,370.3,318.7,280.1,478.0,412.6,746.4,1181.9,636.1,380.5,459.4,469.8,184.1,3.9,6.5,102.5,588.0,1283.9,769.9,441.5,709.0,438.2,519.5,360.4,375.7,243.7,289.6,503.5,292.8,141.0,129.8,92.6,47.8
CC2,WEEKENDS/HOLIDAY,5.6,2.7,16.9,31.0,61.6,139.3,196.7,255.6,393.4,328.6,334.0,360.4,425.4,546.3,495.4,337.6,197.3,188.1,161.1,97.9,16.7,2.3,52.2,128.0,429.4,420.9,387.4,310.4,397.0,440.1,399.0,370.2,309.4,315.6,228.1,179.6,123.4,123.9,148.8,70.4
CC20,WEEKDAY,1.0,33.0,261.7,667.7,734.6,399.9,248.3,249.3,258.6,335.3,404.4,219.8,304.1,389.4,487.5,309.1,180.5,139.2,95.9,28.5,17.4,14.8,238.4,620.9,451.3,264.0,162.6,179.9,198.7,227.9,239.4,297.0,342.8,452.2,665.0,548.8,303.8,242.7,197.7,92.2
CC20,WEEKENDS/HOLIDAY,0.8,10.7,73.8,137.0,259.6,324.1,334.7,389.3,323.3,405.3,267.6,234.7,264.8,287.6,306.7,291.3,138.0,94.6,66.7,20.8,32.0,6.9,54.9,163.7,237.8,276.2,254.9,306.4,246.7,248.2,282.4,253.3,278.2,329.6,298.7,272.2,229.9,207.8,171.1,96.1
CC21,WEEKDAY,12.6,44.4,258.7,622.4,781.8,469.3,302.2,326.7,431.3,626.4,432.6,517.0,447.8,549.7,609.1,564.5,503.1,497.2,436.9,195.4,24.1,6.2,120.1,439.1,481.3,468.0,408.1,468.3,647.7,439.5,404.5,502.4,551.4,751.0,1303.3,1016.9,541.8,414.5,308.2,159.8
CC21,WEEKENDS/HOLIDAY,16.1,18.1,99.7,152.6,236.9,307.1,357.2,412.2,472.8,523.2,517.9,490.6,457.8,517.9,514.4,451.9,404.8,411.4,399.9,193.7,41.7,0.8,67.8,151.3,293.3,438.4,489.0,461.1,482.6,566.2,487.0,426.2,456.9,505.1,581.2,575.0,439.2,388.4,296.0,168.1
CC23,WEEKDAY,6.6,11.0,56.0,169.4,232.6,167.0,196.2,545.9,848.8,695.7,507.5,826.8,1130.4,3203.6,4374.4,2339.9,1051.0,669.3,393.7,130.2,9.2,30.2,760.0,2023.3,4464.7,3858.2,1249.5,654.4,756.0,870.8,506.0,283.8,255.2,306.1,476.0,322.0,125.9,90.5,47.4,23.2
CC23,WEEKENDS/HOLIDAY,4.3,5.0,35.8,74.6,78.8,61.1,106.0,143.3,234.4,226.4,225.3,245.2,278.0,393.2,338.3,261.4,210.9,150.3,116.3,50.7,9.6,3.0,133.7,292.6,327.1,297.6,240.0,224.8,237.0,245.1,222.7,177.4,130.4,131.4,152.3,136.8,90.2,70.3,39.8,22.9
CC24,WEEKDAY,5.1,8.2,49.5,214.4,352.0,371.4,538.3,933.4,1301.7,1066.3,1012.4,1386.9,2089.5,4222.4,4825.5,2411.4,1567.5,1475.3,651.9,176.0,12.4,36.0,923.1,3090.3,5271.8,4004.5,1707.4,1602.4,1314.9,1505.6,1014.7,762.0,482.0,696.3,842.5,532.5,243.0,184.2,150.5,64.4
CC24,WEEKENDS/HOLIDAY,4.0,6.1,25.8,148.7,191.8,177.7,217.3,292.2,426.0,438.8,429.4,530.7,559.0,704.4,574.4,506.6,464.0,445.0,201.4,71.1,15.6,4.9,346.1,440.0,607.3,462.1,342.0,396.0,575.0,465.1,412.9,342.9,314.1,304.1,350.2,373.1,250.8,216.1,180.9,71.1
CC25,WEEKDAY,3.0,45.9,257.5,549.4,727.2,435.2,252.8,300.2,281.5,246.2,253.0,289.7,384.7,1157.2,1391.4,674.5,321.3,183.8,136.1,61.7,15.0,12.1,428.0,948.9,1390.5,595.5,193.6,172.7,201.0,246.6,244.1,222.3,236.7,348.9,607.3,493.4,306.5,292.7,219.0,105.3
CC25,WEEKENDS/HOLIDAY,1.4,35.7,115.3,207.4,255.0,277.0,299.6,347.3,403.2,387.8,339.6,352.7,345.7,400.2,364.7,363.9,194.0,91.7,106.4,43.1,27.1,4.7,246.1,334.1,243.8,217.2,193.6,215.3,237.4,285.9,310.2,256.0,237.0,254.9,326.9,282.7,244.2,275.8,203.2,120.4
CC26,WEEKDAY,0.7,11.9,67.0,287.3,283.3,160.9,101.5,141.8,188.8,173.2,121.3,174.3,274.2,1013.0,1330.9,851.8,384.8,226.8,132.2,57.1,6.8,21.8,708.0,1318.7,1233.8,605.3,183.5,134.9,173.9,185.6,132.3,115.3,125.8,185.5,388.7,268.2,137.4,140.8,89.1,39.9
CC26,WEEKENDS/HOLIDAY,0.6,11.1,46.6,201.8,186.8,146.9,123.7,137.4,165.2,150.0,132.0,182.8,276.9,316.6,252.2,396.2,191.0,112.1,91.2,45.6,17.1,6.1,295.9,451.0,214.1,187.4,112.4,113.9,123.0,158.0,163.9,141.4,121.1,177.6,311.1,220.2,147.6,151.8,94.8,44.3
CC27,WEEKDAY,0.5,2.9,19.0,54.3,74.4,59.6,78.5,168.6,302.1,186.0,163.4,214.1,383.5,1514.0,2753.6,1258.1,500.6,282.7,158.5,39.3,2.9,2.9,205.9,908.6,3097.5,1865.3,432.5,196.0,189.6,345.1,234.5,120.0,107.5,130.9,199.6,122.1,45.0,28.8,24.9,10.0
CC27,WEEKENDS/HOLIDAY,0.3,1.4,11.2,30.6,35.9,41.8,54.3,70.6,125.2,103.7,104.1,139.4,157.8,184.1,162.3,127.4,88.1,107.7,86.2,19.1,3.4,0.3,32.9,158.2,193.0,159.6,116.1,107.3,117.6,102.0,94.8,97.3,86.2,103.1,110.1,74.2,42.2,30.3,22.8,13.1
CC28,WEEKDAY,0.1,72.3,295.8,489.9,585.7,315.2,171.1,172.9,173.5,152.3,129.8,136.6,155.7,273.9,389.8,209.2,111.2,80.1,50.1,21.3,5.0,3.0,68.1,227.2,486.6,490.0,156.2,103.8,111.1,126.6,128.4,145.2,194.4,288.1,533.3,415.2,279.1,238.5,213.9,102.2
CC28,WEEKENDS/HOLIDAY,0.8,21.7,97.1,128.2,183.1,217.2,229.0,227.7,233.7,202.2,186.3,206.1,203.8,196.0,203.3,153.8,97.3,83.2,50.7,20.2,18.9,0.8,29.8,79.1,117.2,111.6,118.8,125.2,148.7,189.8,184.1,178.6,186.0,209.0,216.6,220.7,219.1,227.7,205.8,103.3
CC3,WEEKDAY,36.7,7.4,16.6,41.5,103.9,88.9,126.3,210.1,315.7,414.5,401.9,484.7,570.8,905.8,1339.4,961.8,728.1,926.0,774.6,316.1,3.3,2.7,209.9,473.9,1234.1,1011.3,619.6,523.3,541.4,443.2,402.7,381.8,377.1,437.4,677.5,460.9,232.4,154.2,105.3,49.9
CC3,WEEKENDS/HOLIDAY,231.8,4.4,27.4,35.3,58.3,84.1,147.0,266.2,469.1,615.9,747.0,871.8,962.2,1017.6,1022.4,997.6,922.8,1278.2,1300.9,602.3,6.8,1.0,134.2,231.0,421.6,769.4,864.0,811.0,799.4,854.4,904.8,941.6,995.6,1014.7,922.1,773.3,381.2,218.4,181.4,79.8
CC4-DT15,WEEKDAY,27.5,12.6,43.5,107.9,298.1,266.3,300.6,603.0,944.7,1134.4,849.5,921.3,1113.5,2348.2,4547.2,2423.6,1626.0,1753.4,1272.9,468.2,15.4,7.5,463.5,1189.3,4556.3,3341.5,1290.9,1163.2,1463.9,1295.7,1009.1,820.4,779.8,978.8,1612.4,990.5,452.9,247.3,169.8,92.7
CC4-DT15,WEEKENDS/HOLIDAY,108.4,11.9,62.9,67.9,88.9,139.9,243.8,394.2,514.3,680.3,912.4,1081.6,1228.8,1262.6,1376.2,1337.8,1301.7,1719.7,1633.0,736.6,25.7,1.7,176.6,340.7,495.2,863.6,1184.4,1244.6,1337.3,1451.6,1446.2,1384.4,1405.3,1421.8,1331.0,974.2,576.2,313.9,199.1,110.6
CC5,WEEKDAY,9.6,30.2,90.7,131.7,261.2,198.4,156.1,183.4,306.1,260.6,189.7,193.0,233.0,676.4,1013.6,523.7,343.3,328.2,367.4,201.2,10.4,1.5,75.9,307.9,1068.7,699.1,248.8,220.4,270.0,338.4,255.0,215.4,224.6,271.1,515.0,443.6,304.9,229.8,193.1,125.7
CC5,WEEKENDS/HOLIDAY,78.3,15.3,85.8,72.9,100.6,123.4,169.3,200.6,269.2,304.7,296.6,340.1,373.3,448.7,404.2,469.9,349.2,327.9,735.3,335.4,26.6,0.1,49.2,146.2,199.4,240.4,235.4,310.1,451.4,459.8,435.2,443.4,493.9,579.0,542.4,408.8,292.9,230.8,212.9,152.2
CC6,WEEKDAY,5.7,6.7,65.5,252.7,522.6,310.7,204.4,263.6,411.5,503.9,380.5,377.3,453.6,615.0,837.1,591.5,704.3,788.2,711.7,543.1,11.5,1.0,153.4,325.5,537.6,527.0,368.3,393.4,579.0,505.8,497.4,461.1,525.6,703.2,1511.8,1025.5,332.6,181.6,119.0,48.4
CC6,WEEKENDS/HOLIDAY,8.9,3.3,28.2,80.3,292.8,591.8,565.6,540.4,644.7,636.3,689.4,754.3,935.3,1028.1,1189.8,1141.3,992.9,838.9,687.4,445.9,34.9,0.3,291.3,684.0,496.0,662.9,685.8,727.4,868.7,991.0,954.6,882.3,846.8,834.9,822.0,659.0,293.6,188.0,143.3,82.8
CC7,WEEKDAY,3.0,62.7,368.0,643.6,859.7,407.3,254.7,333.3,431.8,368.6,368.2,369.8,433.3,700.3,839.8,443.0,229.1,228.9,216.9,87.1,34.5,7.1,153.7,669.3,809.9,431.4,225.0,209.7,288.2,405.8,358.6,317.9,368.1,519.6,949.0,786.9,467.4,424.0,348.7,189.4
